,DATE,GDP,EXCH,STOCK,GOLD,SP500 (Percent change from a year ago),10Y Rate - 3M TBill,10Y Rate (Percent change from a year ago,3M TBill (Percent Change from a year ago),6M TBill - FF,1Y Rate - FF,5Y Rate - FF,10Y Rate - FF,Composite Leading Indicator,Recession State
183,1979-01-11,0.7,2.0709999999999997,136.42,378.5,0.09492133900000001,-1.14,21.22588,36.45833,-1.36,-0.75,-2.21,-2.49,99.01949,0
184,1979-04-01,0.4,2.016,120.66,223.15,0.104819945,-0.25,14.71698,45.18634,-0.6,0.36,-0.86,-0.96,101.2677,0
185,1979-04-30,0.4,2.068,133.82,245.3,0.023816857,-0.36,11.27098,49.922,-0.7,-0.11,-0.99,-0.97,100.4671,0
186,1979-04-05,0.4,2.0775,133.72,248.45,0.023816857,-0.36,11.27098,49.922,-0.7,-0.11,-0.99,-0.97,100.4671,0
187,1979-04-10,0.4,2.186,151.42,384.0,0.038767396,-1.4,18.699189999999998,46.43304000000001,-2.11,-1.37,-3.19,-3.51,99.27537,0
188,1979-07-30,3.0,2.3132,140.54,301.4,0.033686237,-0.49,7.1174399999999975,34.46328,-1.45,-0.96,-1.88,-1.91,99.74413,0
189,1979-07-31,3.0,2.2475,141.33,296.45,0.033686237,-0.49,7.1174399999999975,34.46328,-1.45,-0.96,-1.88,-1.91,99.74413,0
190,1979-10-29,1.0,2.0963,133.91,374.0,0.09492133900000001,-1.14,21.22588,36.45833,-1.36,-0.75,-2.21,-2.49,99.01949,0
191,1979-10-30,1.0,2.0673,135.48,377.6,0.09492133900000001,-1.14,21.22588,36.45833,-1.36,-0.75,-2.21,-2.49,99.01949,0
192,1979-10-31,1.0,2.0745,135.53,382.0,0.09492133900000001,-1.14,21.22588,36.45833,-1.36,-0.75,-2.21,-2.49,99.01949,0
193,1980-01-01,1.3,2.2306,149.65499999999997,543.6666666666666,0.112225454,-1.2,17.21491,28.34225,-1.98,-1.66,-2.98,-2.92,98.47509000000001,1
194,1980-01-28,1.3,2.2475,160.7,624.0,0.173775832,-0.45,34.72988,37.98283,-1.27,-0.24,-1.57,-1.75,98.16878,1
195,1980-01-29,1.3,2.2495,160.29,674.25,0.173775832,-0.45,34.72988,37.98283,-1.27,-0.24,-1.57,-1.75,98.16878,1
196,1980-01-30,1.3,2.262,161.3,691.0,0.173775832,-0.45,34.72988,37.98283,-1.27,-0.24,-1.57,-1.75,98.16878,1
197,1980-01-31,1.3,2.2667,161.75,653.0,0.173775832,-0.45,34.72988,37.98283,-1.27,-0.24,-1.57,-1.75,98.16878,1
198,1980-01-02,1.3,2.274,162.3,676.5,0.173775832,-0.45,34.72988,37.98283,-1.27,-0.24,-1.57,-1.75,98.16878,1
199,1980-01-04,1.3,2.1515,133.14,509.5,0.008814886999999999,-1.73,27.69902,39.53488,-4.73,-4.02,-5.48,-5.85,97.69814000000001,1
200,1980-01-05,1.3,2.259,139.68,490.0,0.079915773,1.6,10.34483,-10.718,-2.33,-1.57,-1.02,-0.78,97.74512,1
201,1980-01-07,1.3,2.3615,158.17,660.0,0.166504382,2.19,13.758389999999999,-12.770560000000001,-0.97,-0.34,0.54,1.26,98.5328,1
202,1980-01-08,1.3,2.333,172.49,622.0,0.14990689,1.97,21.92691,-4.09664,-0.2,0.76,1.36,1.62,99.08049,0
203,1980-01-09,1.3,2.407,181.93,628.75,0.164825046,1.24,22.59101,0.09747,-0.3,0.67,0.77,0.66,99.55631,0
204,1980-01-10,1.3,2.391,189.62,682.0,0.24593301399999998,0.13,15.068489999999999,-0.68376,-1.18,-0.29,-0.92,-1.03,99.86671,0
205,1980-01-12,1.3,2.3485,204.91,635.0,0.23840445300000002,-2.65,24.0616,28.65449000000001,-4.26,-4.08,-5.71,-6.11,99.96642,0
206,1980-04-01,-8.0,2.237,148.02,588.0,0.112225454,-1.2,17.21491,28.34225,-1.98,-1.66,-2.98,-2.92,98.47509000000001,1
207,1980-04-04,-8.0,2.135,134.70499999999998,499.83333333333326,0.008814886999999999,-1.73,27.69902,39.53488,-4.73,-4.02,-5.48,-5.85,97.69814000000001,1
208,1980-04-28,-8.0,2.283,138.54,524.25,0.079915773,1.6,10.34483,-10.718,-2.33,-1.57,-1.02,-0.78,97.74512,1
209,1980-04-29,-8.0,2.2695,139.35,513.75,0.079915773,1.6,10.34483,-10.718,-2.33,-1.57,-1.02,-0.78,97.74512,1
210,1980-04-30,-8.0,2.2585,139.99,518.0,0.079915773,1.6,10.34483,-10.718,-2.33,-1.57,-1.02,-0.78,97.74512,1
211,1980-04-07,-8.0,2.3654,162.25,666.5,0.166504382,2.19,13.758389999999999,-12.770560000000001,-0.97,-0.34,0.54,1.26,98.5328,1
212,1980-04-09,-8.0,2.418,185.05,647.25,0.164825046,1.24,22.59101,0.09747,-0.3,0.67,0.77,0.66,99.55631,0
213,1980-04-12,-8.0,2.3442,206.19,631.5,0.23840445300000002,-2.65,24.0616,28.65449000000001,-4.26,-4.08,-5.71,-6.11,99.96642,0
214,1980-07-28,-0.5,2.3862,170.02,643.5,0.14990689,1.97,21.92691,-4.09664,-0.2,0.76,1.36,1.62,99.08049,0
215,1980-07-29,-0.5,2.371,171.06,646.75,0.14990689,1.97,21.92691,-4.09664,-0.2,0.76,1.36,1.62,99.08049,0
216,1980-07-30,-0.5,2.3480000000000003,172.33,629.0,0.14990689,1.97,21.92691,-4.09664,-0.2,0.76,1.36,1.62,99.08049,0
217,1980-07-31,-0.5,2.3425,171.81,614.25,0.14990689,1.97,21.92691,-4.09664,-0.2,0.76,1.36,1.62,99.08049,0
218,1980-10-27,7.7,2.438,194.35,637.25,0.308582449,-1.05,18.726589999999998,16.454620000000002,-2.35,-1.74,-3.06,-3.21,99.98891,0
219,1980-10-28,7.7,2.4345,193.76,631.75,0.308582449,-1.05,18.726589999999998,16.454620000000002,-2.35,-1.74,-3.06,-3.21,99.98891,0
220,1980-10-29,7.7,2.441,194.49,644.0,0.308582449,-1.05,18.726589999999998,16.454620000000002,-2.35,-1.74,-3.06,-3.21,99.98891,0
221,1980-10-30,7.7,2.438,192.51,642.5,0.308582449,-1.05,18.726589999999998,16.454620000000002,-2.35,-1.74,-3.06,-3.21,99.98891,0
222,1980-10-31,7.7,2.4365,192.78,629.0,0.308582449,-1.05,18.726589999999998,16.454620000000002,-2.35,-1.74,-3.06,-3.21,99.98891,0
223,1981-01-01,8.1,2.3855,202.945,593.625,0.19927862899999998,-2.45,17.21235,25.16667,-5.0,-4.78,-6.09,-6.29,99.87519,0
224,1981-01-26,8.1,2.416,196.13,528.5,0.113616652,-1.6,8.101469999999999,15.007779999999999,-1.88,-1.37,-2.53,-2.75,99.76368000000001,0
225,1981-01-27,8.1,2.4019999999999997,197.18,524.0,0.113616652,-1.6,8.101469999999999,15.007779999999999,-1.88,-1.37,-2.53,-2.75,99.76368000000001,0
226,1981-01-28,8.1,2.4083,197.37,523.5,0.113616652,-1.6,8.101469999999999,15.007779999999999,-1.88,-1.37,-2.53,-2.75,99.76368000000001,0
227,1981-01-29,8.1,2.3968,197.88,493.75,0.113616652,-1.6,8.101469999999999,15.007779999999999,-1.88,-1.37,-2.53,-2.75,99.76368000000001,0
228,1981-01-30,8.1,2.3655,197.81,506.5,0.113616652,-1.6,8.101469999999999,15.007779999999999,-1.88,-1.37,-2.53,-2.75,99.76368000000001,0
229,1981-01-04,8.1,2.246,211.34,514.25,0.30485436899999996,-0.01,15.88386,3.7121199999999996,-2.27,-1.52,-1.85,-2.17,99.51339,0
230,1981-01-05,8.1,2.1430000000000002,216.68,487.5,0.222841226,-2.2,37.30469,89.97669,-3.23,-2.21,-3.79,-4.31,99.31315,0
231,1981-01-06,8.1,2.0575,223.02,483.25,0.154450262,-1.26,37.70492,108.34512,-5.01,-4.16,-5.06,-5.54,99.06403,0
232,1981-01-07,8.1,1.9025,214.63,422.0,0.077629382,-0.67,39.82301,85.48387,-4.3,-3.35,-4.28,-4.78,98.79819,1
233,1981-01-09,8.1,1.8319999999999999,195.17,421.5,-0.064822134,0.62,33.36245,43.13535,-0.95,0.6,0.0,-0.6,98.20669000000001,1
234,1981-01-10,8.1,1.831,181.09,436.75,-0.079877112,1.61,29.33673,16.523239999999998,-1.26,0.35,0.38,0.12,97.8754,1
235,1981-01-12,8.1,1.9455,201.13,402.5,-0.07265917599999999,2.87,5.81846,-29.95481,-0.85,0.4,1.15,1.28,97.25574,1
236,1981-04-27,-2.9,2.1630000000000003,219.88,483.0,0.222841226,-2.2,37.30469,89.97669,-3.23,-2.21,-3.79,-4.31,99.31315,0
237,1981-04-28,-2.9,2.156,217.63,482.75,0.222841226,-2.2,37.30469,89.97669,-3.23,-2.21,-3.79,-4.31,99.31315,0
238,1981-04-29,-2.9,2.1430000000000002,216.22,477.25,0.222841226,-2.2,37.30469,89.97669,-3.23,-2.21,-3.79,-4.31,99.31315,0
239,1981-04-30,-2.9,2.1395,216.74,482.75,0.222841226,-2.2,37.30469,89.97669,-3.23,-2.21,-3.79,-4.31,99.31315,0
240,1981-04-06,-2.9,1.94,219.68,462.5,0.154450262,-1.26,37.70492,108.34512,-5.01,-4.16,-5.06,-5.54,99.06403,0
241,1981-04-09,-2.9,1.8430000000000002,189.63,439.5,-0.064822134,0.62,33.36245,43.13535,-0.95,0.6,0.0,-0.6,98.20669000000001,1
242,1981-04-12,-2.9,1.9415,200.88,426.0,-0.07265917599999999,2.87,5.81846,-29.95481,-0.85,0.4,1.15,1.28,97.25574,1
243,1981-07-27,4.9,1.86,209.42,408.75,0.049392713,-0.57,35.51317,69.87952,-2.3,-1.28,-2.44,-3.06,98.51948,1
244,1981-07-28,4.9,1.8635,208.91,401.5,0.049392713,-0.57,35.51317,69.87952,-2.3,-1.28,-2.44,-3.06,98.51948,1
245,1981-07-29,4.9,1.858,208.95,401.875,0.049392713,-0.57,35.51317,69.87952,-2.3,-1.28,-2.44,-3.06,98.51948,1
246,1981-07-30,4.9,1.857,210.03,402.25,0.049392713,-0.57,35.51317,69.87952,-2.3,-1.28,-2.44,-3.06,98.51948,1
247,1981-07-31,4.9,1.84,211.63,406.0,0.049392713,-0.57,35.51317,69.87952,-2.3,-1.28,-2.44,-3.06,98.51948,1
248,1981-10-26,-4.3,1.805,191.01,426.0,-0.094325719,2.53,5.91483,-20.903129999999997,-2.01,-0.9,0.06,0.08,97.54939,1
249,1981-10-27,-4.3,1.8108,192.61,427.4,-0.094325719,2.53,5.91483,-20.903129999999997,-2.01,-0.9,0.06,0.08,97.54939,1
250,1981-10-28,-4.3,1.8245,193.75,430.8,-0.094325719,2.53,5.91483,-20.903129999999997,-2.01,-0.9,0.06,0.08,97.54939,1
251,1981-10-29,-4.3,1.8315,193.08,424.5,-0.094325719,2.53,5.91483,-20.903129999999997,-2.01,-0.9,0.06,0.08,97.54939,1
252,1981-10-30,-4.3,1.8619999999999999,195.24,427.0,-0.094325719,2.53,5.91483,-20.903129999999997,-2.01,-0.9,0.06,0.08,97.54939,1
253,1982-01-01,-6.1,1.9205,195.685,395.83333333333326,-0.11804511300000001,2.31,15.64246,-18.24234,-0.39,1.06,1.38,1.33,96.98531,1
254,1982-01-02,-6.1,1.8605,186.82,379.5,-0.10825545199999999,0.95,9.38683,-8.857339999999997,-1.17,-0.01,-0.2,-0.32,96.72083,1
255,1982-01-03,-6.1,1.8217,180.13,361.25,-0.168168168,1.18,5.41571,-5.08982,-1.91,-0.76,-0.73,-0.85,96.48914,1
256,1982-01-04,-6.1,1.79,177.31,327.0,-0.134672619,1.17,2.5792200000000003,-7.231560000000001,-2.14,-0.95,-0.92,-1.05,96.33292,1
257,1982-01-06,-6.1,1.7875,177.36,318.75,-0.170823885,1.83,5.9523800000000024,-15.342839999999999,-1.45,-0.08,0.28,0.15,96.28996,1
258,1982-01-07,-6.1,1.735,170.6,310.25,-0.152594888,2.6,-1.2658200000000002,-24.080270000000002,-0.71,0.75,1.58,1.46,96.39993,1
259,1982-01-09,-6.1,1.7205,177.3,405.25,0.03465765,4.42,-18.14014,-46.12245,-0.94,0.51,1.9,1.99,96.84105,1
260,1982-01-10,-6.1,1.6980000000000002,188.7,402.0,0.107679466,3.2,-27.41617,-43.05761,-1.42,-0.37,1.11,1.22,97.1639,1
261,1982-01-11,-6.1,1.6825,214.52,427.25,0.123677787,2.48,-21.66791,-25.69061,-0.86,-0.07,1.15,1.32,97.5573,1
262,1982-01-12,-6.1,1.6285,235.59,440.25,0.126009693,2.6,-22.58065,-26.82028,-0.79,-0.11,1.2,1.52,98.03056,0
263,1982-04-02,1.8,1.87,187.14,383.75,-0.10825545199999999,0.95,9.38683,-8.857339999999997,-1.17,-0.01,-0.2,-0.32,96.72083,1
264,1982-04-03,1.8,1.8275,176.29,346.5,-0.168168168,1.18,5.41571,-5.08982,-1.91,-0.76,-0.73,-0.85,96.48914,1
265,1982-04-26,1.8,1.7775,185.8,357.0,-0.11617312099999999,1.53,-3.12945,-25.82822,-2.29,-1.23,-0.82,-0.95,96.26493,1
266,1982-04-27,1.8,1.7745,184.72,351.75,-0.11617312099999999,1.53,-3.12945,-25.82822,-2.29,-1.23,-0.82,-0.95,96.26493,1
267,1982-04-28,1.8,1.7855,184.89,354.5,-0.11617312099999999,1.53,-3.12945,-25.82822,-2.29,-1.23,-0.82,-0.95,96.26493,1
268,1982-04-29,1.8,1.794,184.15,348.75,-0.11617312099999999,1.53,-3.12945,-25.82822,-2.29,-1.23,-0.82,-0.95,96.26493,1
269,1982-04-30,1.8,1.7945,184.7,361.25,-0.11617312099999999,1.53,-3.12945,-25.82822,-2.29,-1.23,-0.82,-0.95,96.26493,1
270,1982-04-06,1.8,1.795,174.82,318.75,-0.170823885,1.83,5.9523800000000024,-15.342839999999999,-1.45,-0.08,0.28,0.15,96.28996,1
271,1982-04-11,1.8,1.6665,225.01,424.75,0.123677787,2.48,-21.66791,-25.69061,-0.86,-0.07,1.15,1.32,97.5573,1
272,1982-07-26,-1.5,1.764,171.45,352.25,-0.153549383,4.38,-12.33244,-44.03611,-0.24,1.31,2.88,2.94,96.58253,1
273,1982-07-27,-1.5,1.7562,170.71,351.25,-0.153549383,4.38,-12.33244,-44.03611,-0.24,1.31,2.88,2.94,96.58253,1
274,1982-07-28,-1.5,1.7435,168.37,347.0,-0.153549383,4.38,-12.33244,-44.03611,-0.24,1.31,2.88,2.94,96.58253,1
275,1982-07-29,-1.5,1.7380000000000002,167.6,342.5,-0.153549383,4.38,-12.33244,-44.03611,-0.24,1.31,2.88,2.94,96.58253,1
276,1982-07-30,-1.5,1.7380000000000002,167.35,342.9,-0.153549383,4.38,-12.33244,-44.03611,-0.24,1.31,2.88,2.94,96.58253,1
277,1983-01-31,5.4,1.5202,248.35,499.5,0.28209607,2.61,-25.67474,-39.8368,-0.28,0.37,1.7,2.17,99.15509,0
278,1983-01-02,5.4,1.5235,248.15,508.5,0.28209607,2.61,-25.67474,-39.8368,-0.28,0.37,1.7,2.17,99.15509,0
279,1983-01-03,5.4,1.5045,261.82,414.0,0.370938628,2.16,-24.24023,-34.14826,-0.4,0.22,1.26,1.68,99.75591,0
280,1983-01-04,5.4,1.4780000000000002,269.765,418.75,0.355975924,2.19,-25.0,-35.35433,-0.5,0.2,1.24,1.62,100.3426,0
281,1983-01-06,5.4,1.59,307.95,410.0,0.516864175,2.06,-24.08708,-29.51083,-0.09,0.64,1.61,1.83,101.3416,0
282,1983-01-07,5.4,1.531,321.58,416.25,0.526508227,2.3,-19.37322,-20.0,-0.11,0.83,1.84,2.01,101.7113,0
283,1983-01-08,5.4,1.5090000000000001,302.08,411.25,0.480401094,2.51,-9.48012,7.6036899999999985,-0.05,0.97,2.06,2.28,101.9919,0
284,1983-01-09,5.4,1.4974,294.55,416.6,0.3660130720000001,2.65,-6.48,13.63636,-0.3,0.71,1.99,2.21,102.2051,0
285,1983-01-11,5.4,1.4855,273.04,377.75,0.196234613,2.93,11.31179,8.550189999999999,-0.41,0.58,2.05,2.33,102.4544,0
286,1983-01-12,5.4,1.4578,286.07,399.25,0.17934002899999998,2.83,11.74242,13.350129999999998,-0.3,0.57,2.0,2.29,102.4893,0
287,1983-04-02,9.4,1.5245,251.65,498.5,0.28209607,2.61,-25.67474,-39.8368,-0.28,0.37,1.7,2.17,99.15509,0
288,1983-04-03,9.4,1.511,265.94,412.5,0.370938628,2.16,-24.24023,-34.14826,-0.4,0.22,1.26,1.68,99.75591,0
289,1983-04-25,9.4,1.568,286.58,441.5,0.409793814,2.19,-23.935389999999998,-32.25806,-0.41,0.24,1.37,1.72,100.881,0
290,1983-04-26,9.4,1.57,288.11,435.5,0.409793814,2.19,-23.935389999999998,-32.25806,-0.41,0.24,1.37,1.72,100.881,0
291,1983-04-27,9.4,1.568,288.93,434.25,0.409793814,2.19,-23.935389999999998,-32.25806,-0.41,0.24,1.37,1.72,100.881,0
292,1983-04-28,9.4,1.5592,290.84,428.5,0.409793814,2.19,-23.935389999999998,-32.25806,-0.41,0.24,1.37,1.72,100.881,0
293,1983-04-29,9.4,1.5573,293.06,429.25,0.409793814,2.19,-23.935389999999998,-32.25806,-0.41,0.24,1.37,1.72,100.881,0
294,1983-04-08,9.4,1.4875,299.7,414.0,0.480401094,2.51,-9.48012,7.6036899999999985,-0.05,0.97,2.06,2.28,101.9919,0
295,1983-04-11,9.4,1.4880000000000002,273.17,381.0,0.196234613,2.93,11.31179,8.550189999999999,-0.41,0.58,2.05,2.33,102.4544,0
296,1983-10-31,8.6,1.4952,274.55,382.0,0.196234613,2.93,11.31179,8.550189999999999,-0.41,0.58,2.05,2.33,102.4544,0
297,1984-01-30,8.1,1.4074,269.23,369.85,0.071525886,2.75,9.86965,12.08385,-0.41,0.42,1.92,2.22,102.3502,0
298,1984-01-31,8.1,1.4012,268.43,373.75,0.071525886,2.75,9.86965,12.08385,-0.41,0.42,1.92,2.22,102.3502,0
299,1984-01-02,8.1,1.41,266.43,378.15,0.071525886,2.75,9.86965,12.08385,-0.41,0.42,1.92,2.22,102.3502,0
300,1984-01-03,8.1,1.4780000000000002,253.5,392.75,0.036208032,2.8,17.383,14.01198,-0.25,0.69,2.12,2.42,102.1689,0
301,1984-01-05,8.1,1.3975,250.26,376.5,-0.045703839,3.58,28.37838,20.024420000000006,-0.01,1.18,2.69,2.93,101.6391,0
302,1984-01-06,8.1,1.4035,235.9,393.75,-0.079927885,3.69,25.99445,12.28669,-0.55,1.0,2.39,2.48,101.3346,0
303,1984-01-08,8.1,1.301,233.35,339.0,0.012315271000000001,2.25,7.60135,12.0985,-1.03,0.17,1.03,1.06,100.7891,0
304,1984-01-10,8.1,1.2375,247.86,345.4,-0.017292785,2.42,5.98439,12.73148,-0.12,0.89,2.06,2.16,100.4351,0
305,1984-01-11,8.1,1.235,247.97,333.8,0.006658596,2.96,-0.8539700000000001,-1.71233,-0.62,0.44,1.95,2.2,100.3344,0
306,1984-04-30,7.1,1.3980000000000001,247.44,375.8,-0.045703839,3.58,28.37838,20.024420000000006,-0.01,1.18,2.69,2.93,101.6391,0
307,1984-04-05,7.1,1.4080000000000001,250.89,376.7,-0.045703839,3.58,28.37838,20.024420000000006,-0.01,1.18,2.69,2.93,101.6391,0
308,1984-04-10,7.1,1.247,245.2,346.25,-0.017292785,2.42,5.98439,12.73148,-0.12,0.89,2.06,2.16,100.4351,0
309,1984-07-30,3.9,1.3075,228.95,338.5,0.012315271000000001,2.25,7.60135,12.0985,-1.03,0.17,1.03,1.06,100.7891,0
310,1984-07-31,3.9,1.3073,229.7,342.35,0.012315271000000001,2.25,7.60135,12.0985,-1.03,0.17,1.03,1.06,100.7891,0
311,1984-10-29,3.3,1.2085,246.5,336.25,0.006658596,2.96,-0.8539700000000001,-1.71233,-0.62,0.44,1.95,2.2,100.3344,0
312,1984-10-30,3.3,1.2125,247.45,335.5,0.006658596,2.96,-0.8539700000000001,-1.71233,-0.62,0.44,1.95,2.2,100.3344,0
313,1984-10-31,3.3,1.2185,247.03,333.5,0.006658596,2.96,-0.8539700000000001,-1.71233,-0.62,0.44,1.95,2.2,100.3344,0
314,1985-01-01,3.9,1.153,246.63,306.9,0.03125,3.62,-1.96918,-12.80899,-0.35,0.63,2.54,2.99,100.2203,0
315,1985-01-28,3.9,1.111,275.03,297.75,0.150031786,3.24,-3.6440699999999997,-9.0209,-0.11,0.81,2.65,3.03,100.178,0
316,1985-01-29,3.9,1.1138,276.17,303.25,0.150031786,3.24,-3.6440699999999997,-9.0209,-0.11,0.81,2.65,3.03,100.178,0
317,1985-01-30,3.9,1.126,278.58,302.9,0.150031786,3.24,-3.6440699999999997,-9.0209,-0.11,0.81,2.65,3.03,100.178,0
318,1985-01-31,3.9,1.1305,278.7,306.65,0.150031786,3.24,-3.6440699999999997,-9.0209,-0.11,0.81,2.65,3.03,100.178,0
319,1985-01-02,3.9,1.124,278.43,303.6,0.150031786,3.24,-3.6440699999999997,-9.0209,-0.11,0.81,2.65,3.03,100.178,0
320,1985-01-03,3.9,1.072,287.16,287.25,0.139771283,3.34,-3.58015,-10.5042,0.32,1.31,2.97,3.3,100.1446,0
321,1985-01-04,3.9,1.2215,280.32,321.1,0.145939086,3.48,-9.342830000000001,-17.95666,-0.04,0.8,2.67,3.09,100.1166,0
322,1985-01-05,3.9,1.2235,279.63,312.5,0.18071519800000002,3.37,-18.19549,-23.90641,-0.32,0.47,2.35,2.86,100.0908,0
323,1985-01-07,3.9,1.305,296.48,313.9,0.273990735,3.23,-23.62146,-30.03953,-0.68,-0.04,1.8,2.41,100.0359,0
324,1985-01-08,3.9,1.381,304.01,322.1,0.145377129,3.19,-18.602829999999997,-31.805159999999997,-0.58,0.13,1.89,2.42,100.006,0
325,1985-01-10,3.9,1.4105,281.77,322.25,0.129854369,3.08,-15.95745,-26.488709999999998,-0.66,-0.01,1.66,2.21,99.97572,0
326,1985-01-11,3.9,1.4409999999999998,294.11,323.5,0.187612748,2.54,-15.331610000000001,-15.911729999999999,-0.75,-0.17,1.23,1.74,99.98964000000001,0
327,1985-04-01,3.6,1.1535,246.19,303.15,0.03125,3.62,-1.96918,-12.80899,-0.35,0.63,2.54,2.99,100.2203,0
328,1985-04-04,3.6,1.1935,277.44,316.75,0.145939086,3.48,-9.342830000000001,-17.95666,-0.04,0.8,2.67,3.09,100.1166,0
329,1985-04-29,3.6,1.23,282.11,322.5,0.18071519800000002,3.37,-18.19549,-23.90641,-0.32,0.47,2.35,2.86,100.0908,0
330,1985-04-30,3.6,1.2409999999999999,280.56,321.35,0.18071519800000002,3.37,-18.19549,-23.90641,-0.32,0.47,2.35,2.86,100.0908,0
331,1985-04-07,3.6,1.31985,297.955,310.55,0.273990735,3.23,-23.62146,-30.03953,-0.68,-0.04,1.8,2.41,100.0359,0
332,1985-04-10,3.6,1.4155,280.46,328.0,0.129854369,3.08,-15.95745,-26.488709999999998,-0.66,-0.01,1.66,2.21,99.97572,0
333,1985-07-29,6.2,1.4278,300.94,326.5,0.145377129,3.19,-18.602829999999997,-31.805159999999997,-0.58,0.13,1.89,2.42,100.006,0
334,1985-07-30,6.2,1.4215,300.59,325.25,0.145377129,3.19,-18.602829999999997,-31.805159999999997,-0.58,0.13,1.89,2.42,100.006,0
335,1985-07-31,6.2,1.411,301.29,327.5,0.145377129,3.19,-18.602829999999997,-31.805159999999997,-0.58,0.13,1.89,2.42,100.006,0
336,1985-10-28,3.0,1.4275,289.18,326.5,0.187612748,2.54,-15.331610000000001,-15.911729999999999,-0.75,-0.17,1.23,1.74,99.98964000000001,0
337,1985-10-29,3.0,1.4352,291.12,326.3,0.187612748,2.54,-15.331610000000001,-15.911729999999999,-0.75,-0.17,1.23,1.74,99.98964000000001,0
338,1985-10-30,3.0,1.4409999999999998,292.26,326.2,0.187612748,2.54,-15.331610000000001,-15.911729999999999,-0.75,-0.17,1.23,1.74,99.98964000000001,0
339,1985-10-31,3.0,1.4405,292.54,325.1,0.187612748,2.54,-15.331610000000001,-15.911729999999999,-0.75,-0.17,1.23,1.74,99.98964000000001,0
340,1986-01-01,3.8,1.44775,324.9600000000001,326.4666666666667,0.21328671300000002,2.12,-19.91266,-8.89175,-0.98,-0.25,0.7,1.21,100.044,0
341,1986-01-27,3.8,1.3915,330.1,358.4,0.212824765,1.64,-23.48285,-14.6312,-0.75,-0.26,0.46,0.83,100.0518,0
342,1986-01-28,3.8,1.4080000000000001,332.64,353.0,0.212824765,1.64,-23.48285,-14.6312,-0.75,-0.26,0.46,0.83,100.0518,0
343,1986-01-29,3.8,1.4025,334.72,353.25,0.212824765,1.64,-23.48285,-14.6312,-0.75,-0.26,0.46,0.83,100.0518,0
344,1986-01-30,3.8,1.409,334.32,358.0,0.212824765,1.64,-23.48285,-14.6312,-0.75,-0.26,0.46,0.83,100.0518,0
345,1986-01-31,3.8,1.412,335.77,350.5,0.212824765,1.64,-23.48285,-14.6312,-0.75,-0.26,0.46,0.83,100.0518,0
346,1986-01-04,3.8,1.4709999999999999,374.15,333.1,0.317829457,1.24,-36.33188,-23.77358,-0.91,-0.6,0.01,0.25,100.0274,0
347,1986-01-05,3.8,1.5292,381.67,345.1,0.289886425,1.56,-29.411759999999997,-17.78075,-0.66,-0.22,0.65,0.84,100.0096,0
348,1986-01-07,3.8,1.5495,407.61,345.1,0.247792208,1.47,-28.975609999999996,-17.65537,-0.7,-0.3,0.5,0.74,99.93349,0
349,1986-01-08,3.8,1.485,370.66,361.0,0.301115242,1.64,-30.47252000000001,-22.549020000000002,-0.62,-0.24,0.63,0.99,99.88486,0
350,1986-01-09,3.8,1.4886,381.5,391.75,0.294405215,2.24,-28.35101,-26.61972,-0.54,-0.15,1.0,1.53,99.84135,0
351,1986-01-10,3.8,1.444,352.34,425.0,0.274973147,2.25,-27.55599,-27.65363,-0.59,-0.14,0.97,1.56,99.81371,0
352,1986-01-12,3.8,1.4375,357.87,395.55,0.19922817199999998,1.58,-23.49138,-22.112679999999997,-1.36,-1.35,-0.55,-0.11,99.89218000000001,0
353,1986-04-04,1.8,1.4509999999999998,372.23,334.5,0.317829457,1.24,-36.33188,-23.77358,-0.91,-0.6,0.01,0.25,100.0274,0
354,1986-04-28,1.8,1.555,391.43,343.15,0.289886425,1.56,-29.411759999999997,-17.78075,-0.66,-0.22,0.65,0.84,100.0096,0
355,1986-04-29,1.8,1.5519999999999998,389.18,342.45,0.289886425,1.56,-29.411759999999997,-17.78075,-0.66,-0.22,0.65,0.84,100.0096,0
356,1986-04-30,1.8,1.551,383.24,345.75,0.289886425,1.56,-29.411759999999997,-17.78075,-0.66,-0.22,0.65,0.84,100.0096,0
357,1986-04-07,1.8,1.53985,406.06,343.8,0.247792208,1.47,-28.975609999999996,-17.65537,-0.7,-0.3,0.5,0.74,99.93349,0
358,1986-04-09,1.8,1.504,381.03,405.5,0.294405215,2.24,-28.35101,-26.61972,-0.54,-0.15,1.0,1.53,99.84135,0
359,1986-04-12,1.8,1.429,364.07,389.25,0.19922817199999998,1.58,-23.49138,-22.112679999999997,-1.36,-1.35,-0.55,-0.11,99.89218000000001,0
360,1986-07-28,3.9,1.4805,374.78,353.6,0.301115242,1.64,-30.47252000000001,-22.549020000000002,-0.62,-0.24,0.63,0.99,99.88486,0
361,1986-07-29,3.9,1.4880000000000002,372.03,351.25,0.301115242,1.64,-30.47252000000001,-22.549020000000002,-0.62,-0.24,0.63,0.99,99.88486,0
362,1986-07-30,3.9,1.4895,370.83,351.65,0.301115242,1.64,-30.47252000000001,-22.549020000000002,-0.62,-0.24,0.63,0.99,99.88486,0
363,1986-07-31,3.9,1.4915,371.37,357.5,0.301115242,1.64,-30.47252000000001,-22.549020000000002,-0.62,-0.24,0.63,0.99,99.88486,0
364,1986-10-27,2.2,1.4065,356.58,409.75,0.24101265800000002,1.9,-26.246190000000002,-26.10497,-0.63,-0.3,0.66,1.16,99.82278000000001,0
