,DATE,GDP,EXCH,STOCK,GOLD
1109,1983-10-01,8.6,1.4975,276.81,394.5
1110,1983-10-01,8.6,1.4997,278.6,398.0
1111,1983-10-01,8.6,1.4980000000000002,277.85,392.6
1112,1983-10-01,8.6,1.4942,277.5,384.5
1113,1983-10-01,8.6,1.495,276.14,387.75
1114,1983-10-01,8.6,1.4952,274.55,382.0
1115,1984-01-01,8.1,1.4401000000000002,278.115,382.8
1116,1984-01-01,8.1,1.4287,277.63,383.0
1117,1984-01-01,8.1,1.4173,280.97,374.0
1118,1984-01-01,8.1,1.4125,284.45,375.25
1119,1984-01-01,8.1,1.4069999999999998,287.9,375.25
1120,1984-01-01,8.1,1.4028,287.27,365.25
1121,1984-01-01,8.1,1.4024,287.63,371.25
1122,1984-01-01,8.1,1.3963,287.68,367.75
1123,1984-01-01,8.1,1.3981,287.63,368.5
1124,1984-01-01,8.1,1.41,286.85,373.25
1125,1984-01-01,8.1,1.4195,286.29,369.1
1126,1984-01-01,8.1,1.4105,286.86,367.75
1127,1984-01-01,8.1,1.414,287.21,368.75
1128,1984-01-01,8.1,1.418,286.49,374.75
1129,1984-01-01,8.1,1.4005,284.41,371.25
1130,1984-01-01,8.1,1.4039,280.2,371.35
1131,1984-01-01,8.1,1.399,278.82,365.1
1132,1984-01-01,8.1,1.4007,277.35,366.5
1133,1984-01-01,8.1,1.406,275.61,367.0
1134,1984-01-01,8.1,1.4035,273.18,370.0
1135,1984-01-01,8.1,1.4074,269.23,369.85
1136,1984-01-01,8.1,1.4012,268.43,373.75
1137,1984-04-01,7.1,1.433,249.8,387.2
1138,1984-04-01,7.1,1.4315,248.88,380.4
1139,1984-04-01,7.1,1.4325,248.51,381.25
1140,1984-04-01,7.1,1.426,245.74,381.2
1141,1984-04-01,7.1,1.43,243.94,380.25
1142,1984-04-01,7.1,1.425,242.84,382.4
1143,1984-04-01,7.1,1.4369999999999998,243.45,381.35
1144,1984-04-01,7.1,1.436,241.79,384.5
1145,1984-04-01,7.1,1.429,242.56,381.9
1146,1984-04-01,7.1,1.429,244.01,379.25
1147,1984-04-01,7.1,1.4215,243.88,380.1
1148,1984-04-01,7.1,1.4211,245.59,380.2
1149,1984-04-01,7.1,1.4192,245.48,380.525
1150,1984-04-01,7.1,1.4177,245.51,384.9
1151,1984-04-01,7.1,1.416,244.72,384.35
1152,1984-04-01,7.1,1.4155,243.93,383.8
1153,1984-04-01,7.1,1.4072,244.06,383.25
1154,1984-04-01,7.1,1.4115,243.9,382.3
1155,1984-04-01,7.1,1.4038,245.93,379.9
1156,1984-04-01,7.1,1.4015,246.9,379.25
1157,1984-04-01,7.1,1.398,247.44,375.8
1158,1984-07-01,3.9,1.3508,237.91,370.0
1159,1984-07-01,3.9,1.337,238.29,368.35
1160,1984-07-01,3.9,1.3275,238.06,369.0
1161,1984-07-01,3.9,1.318,237.83,364.8
1162,1984-07-01,3.9,1.3162,236.72,353.25
1163,1984-07-01,3.9,1.306,236.99,338.5
1164,1984-07-01,3.9,1.3095,236.25,344.25
1165,1984-07-01,3.9,1.3119999999999998,234.82,339.25
1166,1984-07-01,3.9,1.3065,234.22,341.15
1167,1984-07-01,3.9,1.3235,234.67,345.0
1168,1984-07-01,3.9,1.3265,233.69,350.1
1169,1984-07-01,3.9,1.3175,233.5,347.15
1170,1984-07-01,3.9,1.314,232.23,345.75
1171,1984-07-01,3.9,1.328,230.89,350.2
1172,1984-07-01,3.9,1.3232,229.37,342.0
1173,1984-07-01,3.9,1.3185,227.06,335.0
1174,1984-07-01,3.9,1.324,225.73,338.5
1175,1984-07-01,3.9,1.3325,225.3,341.75
1176,1984-07-01,3.9,1.3308,227.06,344.2
1177,1984-07-01,3.9,1.311,229.3,335.25
1178,1984-07-01,3.9,1.3075,228.95,338.5
1179,1984-07-01,3.9,1.3073,229.7,342.35
1180,1984-10-01,3.3,1.2375,247.86,345.4
1181,1984-10-01,3.3,1.24,246.1,345.25
1182,1984-10-01,3.3,1.2495,244.81,348.5
1183,1984-10-01,3.3,1.247,245.2,346.25
1184,1984-10-01,3.3,1.2375,245.46,343.8
1185,1984-10-01,3.3,1.23275,244.56,341.6
1186,1984-10-01,3.3,1.228,244.09,341.0
1187,1984-10-01,3.3,1.233,243.29,337.75
1188,1984-10-01,3.3,1.225,244.73,338.1
1189,1984-10-01,3.3,1.223,246.11,338.9
1190,1984-10-01,3.3,1.2095,247.67,338.65
1191,1984-10-01,3.3,1.2035,247.27,339.5
1192,1984-10-01,3.3,1.2004,247.09,340.55
1193,1984-10-01,3.3,1.187,249.76,339.5
1194,1984-10-01,3.3,1.1915,251.18,339.5
1195,1984-10-01,3.3,1.199,250.56,338.4
1196,1984-10-01,3.3,1.2085,250.61,340.0
1197,1984-10-01,3.3,1.222,250.83,340.0
1198,1984-10-01,3.3,1.2275,249.0,338.5
1199,1984-10-01,3.3,1.222,247.38,337.6
1200,1984-10-01,3.3,1.2085,246.5,336.25
1201,1984-10-01,3.3,1.2125,247.45,335.5
1202,1984-10-01,3.3,1.2185,247.03,333.5
1203,1985-01-01,3.9,1.153,246.63,306.9
1204,1985-01-01,3.9,1.148,245.91,305.5
1205,1985-01-01,3.9,1.1505,246.41,302.3
1206,1985-01-01,3.9,1.1535,246.19,303.15
1207,1985-01-01,3.9,1.1415,246.04,298.25
1208,1985-01-01,3.9,1.1475,246.0,302.0
1209,1985-01-01,3.9,1.141,247.34,300.5
1210,1985-01-01,3.9,1.134,249.46,303.8
1211,1985-01-01,3.9,1.1245,252.16,304.25
1212,1985-01-01,3.9,1.111,255.46,299.0
1213,1985-01-01,3.9,1.1195,257.78,301.8
1214,1985-01-01,3.9,1.117,260.24,302.7
1215,1985-01-01,3.9,1.1187,261.16,305.5
1216,1985-01-01,3.9,1.1195,263.05,308.0
1217,1985-01-01,3.9,1.1215,266.41,307.25
1218,1985-01-01,3.9,1.1235,268.42,306.9
1219,1985-01-01,3.9,1.11,270.72,300.25
1220,1985-01-01,3.9,1.118,272.34,300.85
1221,1985-01-01,3.9,1.11,274.0,298.85
1222,1985-01-01,3.9,1.111,275.03,297.75
1223,1985-01-01,3.9,1.1138,276.17,303.25
1224,1985-01-01,3.9,1.126,278.58,302.9
1225,1985-01-01,3.9,1.1305,278.7,306.65
1226,1985-04-01,3.6,1.2215,280.32,321.1
1227,1985-04-01,3.6,1.205,279.74,318.75
1228,1985-04-01,3.6,1.2165,277.86,321.25
1229,1985-04-01,3.6,1.1935,277.44,316.75
1230,1985-04-01,3.6,1.1985,276.945,318.8666666666667
1231,1985-04-01,3.6,1.2009999999999998,276.45,320.98333333333335
1232,1985-04-01,3.6,1.21,276.63,323.1
1233,1985-04-01,3.6,1.215,278.76,327.25
1234,1985-04-01,3.6,1.251,280.12,332.25
1235,1985-04-01,3.6,1.2545,280.63,329.9
1236,1985-04-01,3.6,1.2755,281.07,334.25
1237,1985-04-01,3.6,1.2775,282.28,330.5
1238,1985-04-01,3.6,1.2738,283.33,327.35
1239,1985-04-01,3.6,1.2935,283.11,329.75
1240,1985-04-01,3.6,1.293,282.81,327.0
1241,1985-04-01,3.6,1.278,281.82,327.75
1242,1985-04-01,3.6,1.252,282.57,326.65
1243,1985-04-01,3.6,1.23,283.07,322.0
1244,1985-04-01,3.6,1.2035,283.97,322.5
1245,1985-04-01,3.6,1.216,284.14,323.5
1246,1985-04-01,3.6,1.23,282.11,322.5
1247,1985-04-01,3.6,1.241,280.56,321.35
1248,1985-07-01,6.2,1.305,296.48,313.9
1249,1985-07-01,6.2,1.304,296.91,308.25
1250,1985-07-01,6.2,1.3127,297.33,310.35
1251,1985-07-01,6.2,1.31985,297.955,310.55
1252,1985-07-01,6.2,1.327,298.58,311.6
1253,1985-07-01,6.2,1.3435,297.8,309.25
1254,1985-07-01,6.2,1.365,297.15,314.85
1255,1985-07-01,6.2,1.386,298.51,314.85
1256,1985-07-01,6.2,1.381,300.52,313.55
1257,1985-07-01,6.2,1.385,302.39,315.65
1258,1985-07-01,6.2,1.389,303.04,315.85
1259,1985-07-01,6.2,1.3869999999999998,305.17,321.75
1260,1985-07-01,6.2,1.4112,307.77,325.6
1261,1985-07-01,6.2,1.4045,306.88,320.0
1262,1985-07-01,6.2,1.399,307.76,318.9
1263,1985-07-01,6.2,1.3885,306.83,317.25
1264,1985-07-01,6.2,1.41,306.23,322.5
1265,1985-07-01,6.2,1.3978,303.71,317.75
1266,1985-07-01,6.2,1.4105,304.44,317.4
1267,1985-07-01,6.2,1.409,304.62,316.95
1268,1985-07-01,6.2,1.4278,300.94,326.5
1269,1985-07-01,6.2,1.4215,300.59,325.25
1270,1985-07-01,6.2,1.411,301.29,327.5
1271,1985-10-01,3.0,1.4105,281.77,322.25
1272,1985-10-01,3.0,1.4135,281.15,324.95
1273,1985-10-01,3.0,1.425,281.41,324.9
1274,1985-10-01,3.0,1.4155,280.46,328.0
1275,1985-10-01,3.0,1.4125,278.3,325.75
1276,1985-10-01,3.0,1.413,276.95,326.35
1277,1985-10-01,3.0,1.414,278.28,326.55
1278,1985-10-01,3.0,1.411,279.41,325.5
1279,1985-10-01,3.0,1.4115,281.75,325.6
1280,1985-10-01,3.0,1.41215,284.25,326.65
1281,1985-10-01,3.0,1.4128,284.97,327.0
1282,1985-10-01,3.0,1.4075,286.68,323.65
1283,1985-10-01,3.0,1.414,288.25,325.5
1284,1985-10-01,3.0,1.4280000000000002,288.38,326.25
1285,1985-10-01,3.0,1.4335,287.71,326.15
1286,1985-10-01,3.0,1.4305,288.54,327.75
1287,1985-10-01,3.0,1.4335,289.81,325.9
1288,1985-10-01,3.0,1.421,290.58,326.2
1289,1985-10-01,3.0,1.422,289.49,325.4
1290,1985-10-01,3.0,1.4275,289.18,326.5
1291,1985-10-01,3.0,1.4352,291.12,326.3
1292,1985-10-01,3.0,1.4409999999999998,292.26,326.2
1293,1985-10-01,3.0,1.4405,292.54,325.1
1294,1986-01-01,3.8,1.44775,324.9600000000001,326.4666666666667
1295,1986-01-01,3.8,1.4505,324.99,326.3
1296,1986-01-01,3.8,1.4380000000000002,325.72,326.75
1297,1986-01-01,3.8,1.4355,325.99,328.0
1298,1986-01-01,3.8,1.4395,329.74,330.0
1299,1986-01-01,3.8,1.4433,328.09,332.6
1300,1986-01-01,3.8,1.45,323.01,333.5
1301,1986-01-01,3.8,1.4545,324.14,340.45
1302,1986-01-01,3.8,1.442,324.19,339.4
1303,1986-01-01,3.8,1.4398,324.79,341.0
1304,1986-01-01,3.8,1.442,328.19,346.75
1305,1986-01-01,3.8,1.4380000000000002,330.01,363.0
1306,1986-01-01,3.8,1.4367,330.72,352.6
1307,1986-01-01,3.8,1.4221,329.51,351.0
1308,1986-01-01,3.8,1.4075,328.52,356.5
1309,1986-01-01,3.8,1.3943,326.76,353.0
1310,1986-01-01,3.8,1.3835,326.69,350.3
1311,1986-01-01,3.8,1.394,328.85,354.0
1312,1986-01-01,3.8,1.3915,330.1,358.4
1313,1986-01-01,3.8,1.408,332.64,353.0
1314,1986-01-01,3.8,1.4025,334.72,353.25
1315,1986-01-01,3.8,1.409,334.32,358.0
1316,1986-01-01,3.8,1.412,335.77,350.5
1317,1986-04-01,1.8,1.471,374.15,333.1
1318,1986-04-01,1.8,1.4645,374.13,335.5
1319,1986-04-01,1.8,1.4595,374.51,334.75
1320,1986-04-01,1.8,1.4509999999999998,372.23,334.5
1321,1986-04-01,1.8,1.4555,369.07,337.65
1322,1986-04-01,1.8,1.4605,373.09,339.4
1323,1986-04-01,1.8,1.461,374.16,337.85
1324,1986-04-01,1.8,1.4615,377.17,337.7
1325,1986-04-01,1.8,1.476,378.91,341.95
1326,1986-04-01,1.8,1.4822,380.84,341.6
1327,1986-04-01,1.8,1.48,381.71,341.75
1328,1986-04-01,1.8,1.5065,387.64,339.0
1329,1986-04-01,1.8,1.5285,389.96,339.9
1330,1986-04-01,1.8,1.518,390.06,342.75
1331,1986-04-01,1.8,1.5112,391.04,341.4
1332,1986-04-01,1.8,1.5215,390.48,344.1
1333,1986-04-01,1.8,1.5235,389.05,346.2
1334,1986-04-01,1.8,1.5338,391.52,344.75
1335,1986-04-01,1.8,1.544,392.34,344.45
1336,1986-04-01,1.8,1.555,391.43,343.15
1337,1986-04-01,1.8,1.5519999999999998,389.18,342.45
1338,1986-04-01,1.8,1.551,383.24,345.75
1339,1986-07-01,3.9,1.5495,407.61,345.1
1340,1986-07-01,3.9,1.537,409.48,342.3
1341,1986-07-01,3.9,1.5455,411.16,343.85
1342,1986-07-01,3.9,1.53985,406.06,343.8
1343,1986-07-01,3.9,1.5342,400.96,344.85
1344,1986-07-01,3.9,1.531,390.65,347.85
1345,1986-07-01,3.9,1.524,393.39,348.1
1346,1986-07-01,3.9,1.5155,392.03,346.8
1347,1986-07-01,3.9,1.504,391.55,348.1
1348,1986-07-01,3.9,1.4805,384.8,345.75
1349,1986-07-01,3.9,1.494,378.7,346.0
1350,1986-07-01,3.9,1.514,379.73,347.6
1351,1986-07-01,3.9,1.515,381.59,347.0
1352,1986-07-01,3.9,1.5045,381.07,347.9
1353,1986-07-01,3.9,1.499,379.46,353.95
1354,1986-07-01,3.9,1.49,379.87,353.5
1355,1986-07-01,3.9,1.492,379.85,347.25
1356,1986-07-01,3.9,1.4935,378.74,348.65
1357,1986-07-01,3.9,1.4825,379.83,349.4
1358,1986-07-01,3.9,1.4805,374.78,353.6
1359,1986-07-01,3.9,1.4880000000000002,372.03,351.25
1360,1986-07-01,3.9,1.4895,370.83,351.65
1361,1986-07-01,3.9,1.4915,371.37,357.5
1362,1986-10-01,2.2,1.444,352.34,425.0
1363,1986-10-01,2.2,1.4340000000000002,352.59,431.3
1364,1986-10-01,2.2,1.4425,352.75,436.0
1365,1986-10-01,2.2,1.4385,353.2,436.9
1366,1986-10-01,2.2,1.432,352.38,436.0
1367,1986-10-01,2.2,1.4202,352.9,438.1
1368,1986-10-01,2.2,1.4215,353.06,435.75
1369,1986-10-01,2.2,1.4335,353.53,430.75
1370,1986-10-01,2.2,1.43525,354.05,432.6
1371,1986-10-01,2.2,1.4369999999999998,353.77,428.8
1372,1986-10-01,2.2,1.4395,355.65,422.0
1373,1986-10-01,2.2,1.4375,356.37,425.5
1374,1986-10-01,2.2,1.4315,355.72,419.25
1375,1986-10-01,2.2,1.4298,353.51,425.0
1376,1986-10-01,2.2,1.436,353.1,425.1
1377,1986-10-01,2.2,1.431,353.92,425.0
1378,1986-10-01,2.2,1.4240000000000002,356.2,423.4
1379,1986-10-01,2.2,1.4125,356.66,410.5
1380,1986-10-01,2.2,1.4065,356.58,409.75
1381,1986-10-01,2.2,1.4155,357.2,410.7
1382,1986-10-01,2.2,1.4115,358.45,405.8
1383,1986-10-01,2.2,1.3973,361.05,406.5
1384,1986-10-01,2.2,1.4055,360.77,401.0
1385,1987-01-01,3.0,1.48625,351.045,398.58333333333326
1386,1987-01-01,3.0,1.49,353.26,403.5
1387,1987-01-01,3.0,1.4728,361.19,398.95
1388,1987-01-01,3.0,1.4762,366.02,401.7
1389,1987-01-01,3.0,1.4705,372.49,400.4
1390,1987-01-01,3.0,1.475,377.54,402.65
1391,1987-01-01,3.0,1.4780000000000002,380.65,402.0
1392,1987-01-01,3.0,1.4918,385.46,411.1
1393,1987-01-01,3.0,1.4903,386.4,409.0
1394,1987-01-01,3.0,1.5055,389.95,415.1
1395,1987-01-01,3.0,1.5042,392.57,416.25
1396,1987-01-01,3.0,1.5155,389.87,415.7
1397,1987-01-01,3.0,1.51775,392.59,422.25
1398,1987-01-01,3.0,1.52,392.06,415.75
1399,1987-01-01,3.0,1.517,389.55,407.2
1400,1987-01-01,3.0,1.5319999999999998,393.17,410.45
1401,1987-01-01,3.0,1.5205,392.19,400.0
1402,1987-01-01,3.0,1.527,387.98,406.0
1403,1987-01-01,3.0,1.5357,390.75,411.5
1404,1987-01-01,3.0,1.536,392.04,413.75
1405,1987-01-01,3.0,1.5368,390.98,409.7
1406,1987-01-01,3.0,1.514,392.06,400.5
1407,1987-04-01,4.4,1.602,428.34,418.75
1408,1987-04-01,4.4,1.607,432.07,418.7
1409,1987-04-01,4.4,1.6095,437.36,418.7
1410,1987-04-01,4.4,1.617,437.78,421.45
1411,1987-04-01,4.4,1.6183,434.01,418.5
1412,1987-04-01,4.4,1.6128,434.91,420.5
1413,1987-04-01,4.4,1.6177,431.99,421.0
1414,1987-04-01,4.4,1.625,430.93,431.6
1415,1987-04-01,4.4,1.6235,423.71,435.9
1416,1987-04-01,4.4,1.633,413.2,442.4
1417,1987-04-01,4.4,1.633,416.32,444.1
1418,1987-04-01,4.4,1.631,419.46,437.75
1419,1987-04-01,4.4,1.63,418.595,441.66666666666674
1420,1987-04-01,4.4,1.6317,417.73,445.58333333333326
1421,1987-04-01,4.4,1.6332,418.56,449.5
1422,1987-04-01,4.4,1.6275,418.16,445.5
1423,1987-04-01,4.4,1.6369999999999998,417.43,450.5
1424,1987-04-01,4.4,1.6569999999999998,412.62,462.2
1425,1987-04-01,4.4,1.6675,409.67,474.75
1426,1987-04-01,4.4,1.6545,411.94,453.0
1427,1987-04-01,4.4,1.6597,414.2,449.0
1428,1987-04-01,4.4,1.6605,417.81,453.25
1429,1987-07-01,3.5,1.6155,424.46,445.75
1430,1987-07-01,3.5,1.6155,425.88,446.25
1431,1987-07-01,3.5,1.61,425.49,444.1
1432,1987-07-01,3.5,1.6185,425.1,443.35
1433,1987-07-01,3.5,1.62,424.55,444.5
1434,1987-07-01,3.5,1.6178,424.93,446.4
1435,1987-07-01,3.5,1.6175,425.58,444.1
1436,1987-07-01,3.5,1.6135,426.0,444.75
1437,1987-07-01,3.5,1.6175,426.53,446.5
1438,1987-07-01,3.5,1.6108,431.14,447.0
1439,1987-07-01,3.5,1.6315,431.21,452.7
1440,1987-07-01,3.5,1.6305,433.21,453.75
1441,1987-07-01,3.5,1.6075,434.08,450.6
1442,1987-07-01,3.5,1.6018,431.51,450.9
1443,1987-07-01,3.5,1.5955,429.37,452.4
1444,1987-07-01,3.5,1.595,429.3,454.9
1445,1987-07-01,3.5,1.6037,427.63,453.95
1446,1987-07-01,3.5,1.6030000000000002,429.13,453.3
1447,1987-07-01,3.5,1.5975,428.87,453.15
1448,1987-07-01,3.5,1.5985,429.97,456.15
1449,1987-07-01,3.5,1.6,431.2,457.75
1450,1987-07-01,3.5,1.594,433.57,457.15
1451,1987-07-01,3.5,1.591,434.93,462.5
1452,1987-10-01,7.0,1.6165,448.45,454.9
1453,1987-10-01,7.0,1.6212,451.61,454.35
1454,1987-10-01,7.0,1.6238,453.63,456.5
1455,1987-10-01,7.0,1.632,447.51,458.0
1456,1987-10-01,7.0,1.6403,444.64,458.05
1457,1987-10-01,7.0,1.6425,440.03,458.15
1458,1987-10-01,7.0,1.6507,438.43,462.05
1459,1987-10-01,7.0,1.64885,433.04,461.75
1460,1987-10-01,7.0,1.6469999999999998,434.81,459.2
1461,1987-10-01,7.0,1.653,428.28,460.8
1462,1987-10-01,7.0,1.664,422.51,466.6
1463,1987-10-01,7.0,1.6645,406.33,465.25
1464,1987-10-01,7.0,1.68,360.21,481.0
1465,1987-10-01,7.0,1.6545,327.79,464.3
1466,1987-10-01,7.0,1.6515,351.86,467.0
1467,1987-10-01,7.0,1.6495,336.13,471.65
1468,1987-10-01,7.0,1.675,328.45,470.5
1469,1987-10-01,7.0,1.6880000000000002,298.9,475.0
1470,1987-10-01,7.0,1.6965,296.34,474.0
1471,1987-10-01,7.0,1.71,291.88,477.5
1472,1987-10-01,7.0,1.719,307.05,472.45
1473,1987-10-01,7.0,1.7215,323.3,468.8
1474,1988-01-01,2.1,1.88165,334.475,481.7
1475,1988-01-01,2.1,1.8773,338.48,480.5
1476,1988-01-01,2.1,1.8305,344.07,475.5
1477,1988-01-01,2.1,1.806,346.72,481.4
1478,1988-01-01,2.1,1.816,349.66,483.5
1479,1988-01-01,2.1,1.806,338.47,483.9
1480,1988-01-01,2.1,1.8219,336.2,483.9
1481,1988-01-01,2.1,1.821,331.97,480.4
1482,1988-01-01,2.1,1.825,332.68,481.9
1483,1988-01-01,2.1,1.8125,334.23,481.4
1484,1988-01-01,2.1,1.7755,340.14,480.3
1485,1988-01-01,2.1,1.777,340.53,475.4
1486,1988-01-01,2.1,1.7785,340.36,477.1
1487,1988-01-01,2.1,1.7923,333.68,477.65
1488,1988-01-01,2.1,1.796,334.25,477.2
1489,1988-01-01,2.1,1.7823,337.59,476.2
1490,1988-01-01,2.1,1.7719999999999998,340.51,476.25
1491,1988-01-01,2.1,1.774,339.22,469.75
1492,1988-01-01,2.1,1.7798,339.8,465.0
1493,1988-01-01,2.1,1.7819999999999998,342.36,466.35
1494,1988-01-01,2.1,1.7691,344.66,458.0
1495,1988-04-01,5.4,1.89,373.265,455.83333333333326
1496,1988-04-01,5.4,1.888,371.89,454.7166666666667
1497,1988-04-01,5.4,1.879,373.41,453.6
1498,1988-04-01,5.4,1.875,377.74,449.85
1499,1988-04-01,5.4,1.871,378.88,447.2
1500,1988-04-01,5.4,1.8752,381.83,449.4
1501,1988-04-01,5.4,1.8544,382.52,448.8
1502,1988-04-01,5.4,1.8505,383.38,450.8
1503,1988-04-01,5.4,1.839,383.41,449.35
1504,1988-04-01,5.4,1.8756,374.52,450.35
1505,1988-04-01,5.4,1.8885,373.9,456.3
1506,1988-04-01,5.4,1.905,375.11,458.0
1507,1988-04-01,5.4,1.8925,376.86,456.9
1508,1988-04-01,5.4,1.893,374.24,457.4
1509,1988-04-01,5.4,1.898,373.2,454.25
1510,1988-04-01,5.4,1.889,374.04,448.6
1511,1988-04-01,5.4,1.8748,375.27,450.2
1512,1988-04-01,5.4,1.875,377.84,447.0
1513,1988-04-01,5.4,1.877,378.67,450.3
1514,1988-04-01,5.4,1.874,378.77,452.1
1515,1988-04-01,5.4,1.8785,379.23,449.0
1516,1988-07-01,2.4,1.7009999999999998,394.69,436.85
1517,1988-07-01,2.4,1.7040000000000002,395.4,437.55
1518,1988-07-01,2.4,1.707,396.11,437.5
1519,1988-07-01,2.4,1.7115,395.45,436.8
1520,1988-07-01,2.4,1.7173,395.43,440.9
1521,1988-07-01,2.4,1.7015,394.33,439.4
1522,1988-07-01,2.4,1.689,394.15,436.8
1523,1988-07-01,2.4,1.6955,393.52,433.8
1524,1988-07-01,2.4,1.6917,393.56,435.0
1525,1988-07-01,2.4,1.689,394.67,440.75
1526,1988-07-01,2.4,1.663,394.59,439.1
1527,1988-07-01,2.4,1.67,394.77,435.65
1528,1988-07-01,2.4,1.6935,391.28,436.25
1529,1988-07-01,2.4,1.7095,391.63,444.8
1530,1988-07-01,2.4,1.7265,388.86,444.75
1531,1988-07-01,2.4,1.74,387.35,442.2
1532,1988-07-01,2.4,1.725,387.12,438.5
1533,1988-07-01,2.4,1.7133,385.79,431.2
1534,1988-07-01,2.4,1.726,383.32,432.85
1535,1988-07-01,2.4,1.722,384.08,432.75
1536,1988-07-01,2.4,1.71,387.33,436.8
1537,1988-10-01,5.4,1.6985,384.48,396.0
1538,1988-10-01,5.4,1.6945,384.2,398.5
1539,1988-10-01,5.4,1.6955,384.52,395.45
1540,1988-10-01,5.4,1.694,385.15,403.75
1541,1988-10-01,5.4,1.6980000000000002,385.67,403.9
1542,1988-10-01,5.4,1.7069999999999999,385.49,406.75
1543,1988-10-01,5.4,1.716,385.28,407.25
1544,1988-10-01,5.4,1.731,382.55,406.4
1545,1988-10-01,5.4,1.7455,383.46,406.7
1546,1988-10-01,5.4,1.7555,384.59,407.6
1547,1988-10-01,5.4,1.7480000000000002,385.01,413.0
1548,1988-10-01,5.4,1.7519999999999998,386.25,411.45
1549,1988-10-01,5.4,1.7505,385.76,411.25
1550,1988-10-01,5.4,1.763,388.62,412.2
1551,1988-10-01,5.4,1.7619999999999998,388.59,410.25
1552,1988-10-01,5.4,1.7515,387.23,405.5
1553,1988-10-01,5.4,1.7535,386.12,407.65
1554,1988-10-01,5.4,1.761,385.19,407.4
1555,1988-10-01,5.4,1.768,381.77,407.5
1556,1988-10-01,5.4,1.768,382.79,411.5
1557,1988-10-01,5.4,1.769,382.46,412.4
1558,1989-01-01,4.1,1.8155,379.97,411.15
1559,1989-01-01,4.1,1.8225,378.56,411.6
1560,1989-01-01,4.1,1.807,382.76,409.35
1561,1989-01-01,4.1,1.797,383.79,407.25
1562,1989-01-01,4.1,1.78,384.74,406.35
1563,1989-01-01,4.1,1.7636,385.28,402.45
1564,1989-01-01,4.1,1.7637,384.59,404.5
1565,1989-01-01,4.1,1.781,385.31,403.8
1566,1989-01-01,4.1,1.784,387.01,404.15
1567,1989-01-01,4.1,1.7787,387.09,405.55
1568,1989-01-01,4.1,1.77335,387.36,401.5
1569,1989-01-01,4.1,1.768,386.05,402.25
1570,1989-01-01,4.1,1.7545,388.88,402.5
1571,1989-01-01,4.1,1.75,391.08,403.6
1572,1989-01-01,4.1,1.7685,391.66,405.5
1573,1989-01-01,4.1,1.774,389.99,407.45
1574,1989-01-01,4.1,1.7677,391.99,408.3
1575,1989-01-01,4.1,1.771,394.03,404.2
1576,1989-01-01,4.1,1.7735,397.09,406.25
1577,1989-01-01,4.1,1.758,397.96,399.75
1578,1989-01-01,4.1,1.7618,399.22,394.0
1579,1989-01-01,4.1,1.75,401.3,394.0
1580,1989-04-01,3.1,1.686,407.65,385.45
1581,1989-04-01,3.1,1.7068,407.18,386.65
1582,1989-04-01,3.1,1.6997,408.3,383.0
1583,1989-04-01,3.1,1.704,408.2,384.35
1584,1989-04-01,3.1,1.6969999999999998,410.71,382.25
1585,1989-04-01,3.1,1.6975,411.14,381.5
1586,1989-04-01,3.1,1.689,413.54,385.0
1587,1989-04-01,3.1,1.6905,415.68,387.25
1588,1989-04-01,3.1,1.6975,413.86,390.25
1589,1989-04-01,3.1,1.6988,417.68,386.2
1590,1989-04-01,3.1,1.716,417.76,385.15
1591,1989-04-01,3.1,1.7180000000000002,420.72,383.95
1592,1989-04-01,3.1,1.71,421.91,383.9
1593,1989-04-01,3.1,1.717,421.51,384.0
1594,1989-04-01,3.1,1.714,423.76,384.0
1595,1989-04-01,3.1,1.7049,423.18,383.55
1596,1989-04-01,3.1,1.7009999999999998,422.71,385.9
1597,1989-04-01,3.1,1.6885,423.38,383.85
1598,1989-04-01,3.1,1.6905,426.18,384.25
1599,1989-04-01,3.1,1.689,427.55,377.55
1600,1989-07-01,3.0,1.5774,436.0,374.5
1601,1989-07-01,3.0,1.5981999999999998,436.47,376.25
1602,1989-07-01,3.0,1.619,436.94,383.6
1603,1989-07-01,3.0,1.6215,439.57,385.5
1604,1989-07-01,3.0,1.6235,442.42,383.55
1605,1989-07-01,3.0,1.6405,442.69,383.25
1606,1989-07-01,3.0,1.6265,444.5,378.75
1607,1989-07-01,3.0,1.625,446.81,379.75
1608,1989-07-01,3.0,1.6235,447.89,375.75
1609,1989-07-01,3.0,1.6125,448.9,370.8
1610,1989-07-01,3.0,1.6138,449.88,370.6
1611,1989-07-01,3.0,1.625,447.86,371.7
1612,1989-07-01,3.0,1.619,451.23,370.7
1613,1989-07-01,3.0,1.6265,449.24,371.05
1614,1989-07-01,3.0,1.62,449.29,372.4
1615,1989-07-01,3.0,1.6173,445.98,371.95
1616,1989-07-01,3.0,1.6258,446.47,371.25
1617,1989-07-01,3.0,1.6495,449.12,372.3
1618,1989-07-01,3.0,1.6598,452.48,374.15
1619,1989-07-01,3.0,1.6445,452.82,369.7
1620,1989-07-01,3.0,1.666,453.84,368.3
1621,1989-10-01,0.8,1.6178,475.19,366.5
1622,1989-10-01,0.8,1.6055,477.28,365.5
1623,1989-10-01,0.8,1.604,479.32,366.0
1624,1989-10-01,0.8,1.61,480.66,366.2
1625,1989-10-01,0.8,1.6025,483.64,363.0
1626,1989-10-01,0.8,1.58,485.73,362.9
