,DATE,EXCH,STOCK,GOLD
2976,05-07-1982,1.7274,169.635,315.25
2977,06-07-1982,1.7238,169.22,311.0
2978,07-07-1982,1.7105,168.08,306.75
2979,08-07-1982,1.7105,166.8,313.5
2980,09-07-1982,1.7245,168.07,328.5
2981,12-07-1982,1.7325,168.85,343.0
2982,13-07-1982,1.7225,169.35,352.5
2983,14-07-1982,1.723,169.21,352.75
2984,15-07-1982,1.7215,169.61,350.25
2985,16-07-1982,1.724,170.18,347.0
2986,19-07-1982,1.735,170.09,347.5
2987,20-07-1982,1.739,170.83,347.75
2988,21-07-1982,1.756,171.54,366.5
2989,22-07-1982,1.7475,172.06,353.0
2990,23-07-1982,1.7665,172.11,363.25
2991,26-07-1982,1.764,171.45,352.25
2992,27-07-1982,1.7562,170.71,351.25
2993,28-07-1982,1.7435,168.37,347.0
2994,29-07-1982,1.7380000000000002,167.6,342.5
2995,30-07-1982,1.7380000000000002,167.35,342.9
2996,02-08-1982,1.7535,168.37,351.35
2997,03-08-1982,1.7485,167.97,349.25
2998,04-08-1982,1.7278,166.56,346.25
2999,05-08-1982,1.7155,165.15,346.5
3000,06-08-1982,1.714,163.59,344.75
3001,09-08-1982,1.7,161.38,336.0
3002,10-08-1982,1.6975,161.32,338.25
3003,11-08-1982,1.6980000000000002,160.77,333.5
3004,12-08-1982,1.6980000000000002,159.84,334.75
3005,13-08-1982,1.702,159.14,338.0
3006,16-08-1982,1.7025,159.68,341.75
3007,17-08-1982,1.7069999999999999,162.28,337.75
3008,18-08-1982,1.724,164.99,357.75
3009,19-08-1982,1.7235,164.92,356.65
3010,20-08-1982,1.7415,166.96,386.5
3011,23-08-1982,1.744,169.88,394.5
3012,24-08-1982,1.7665,172.23,407.75
3013,25-08-1982,1.7605,174.93,401.0
3014,26-08-1982,1.76,178.17,417.0
3015,27-08-1982,1.736,177.6,418.0
3016,30-08-1982,1.7085,178.98,414.75
3017,31-08-1982,1.7205,177.71,411.5
3018,01-09-1982,1.7205,177.3,405.25
3019,02-09-1982,1.735,179.59,409.75
3020,03-09-1982,1.7305,182.05,455.0
3021,06-09-1982,1.72915,181.465,474.0
3022,07-09-1982,1.7278,180.88,481.0
3023,08-09-1982,1.7209999999999999,181.79,458.0
3024,09-09-1982,1.7280000000000002,182.77,466.0
3025,10-09-1982,1.7125,182.47,453.0
3026,13-09-1982,1.7053,182.9,439.0
3027,14-09-1982,1.7075,184.6,454.25
3028,15-09-1982,1.7065,186.31,443.25
3029,16-09-1982,1.7075,186.8,448.5
3030,17-09-1982,1.713,186.61,441.5
3031,20-09-1982,1.7105,186.0,424.25
3032,21-09-1982,1.71,187.91,426.5
3033,22-09-1982,1.7215,188.62,443.75
3034,23-09-1982,1.7105,188.15,435.85
3035,24-09-1982,1.7085,188.61,431.0
3036,27-09-1982,1.6958,188.64,413.75
3037,28-09-1982,1.6905,189.04,410.5
3038,29-09-1982,1.6955,188.26,409.75
3039,30-09-1982,1.6945,187.65,397.0
3040,01-10-1982,1.6980000000000002,188.7,402.0
3041,04-10-1982,1.6833,188.02,387.5
3042,05-10-1982,1.6865,188.77,390.25
3043,06-10-1982,1.6925,191.98,404.0
3044,07-10-1982,1.7035,195.59,418.5
3045,08-10-1982,1.7045,198.19,433.0
3046,11-10-1982,1.7142499999999998,202.31,430.0
3047,12-10-1982,1.724,202.16,441.25
3048,13-10-1982,1.7085,205.17,428.75
3049,14-10-1982,1.706,204.85,448.0
3050,15-10-1982,1.704,204.46,432.5
3051,18-10-1982,1.7080000000000002,206.61,428.25
3052,19-10-1982,1.7069999999999999,207.48,441.5
3053,20-10-1982,1.6973,210.7,422.0
3054,21-10-1982,1.6957,214.28,432.5
3055,22-10-1982,1.6980000000000002,215.29,428.0
3056,25-10-1982,1.6805,209.92,418.6
3057,26-10-1982,1.686,209.92,419.25
3058,27-10-1982,1.6848,212.2,417.75
3059,28-10-1982,1.6780000000000002,211.87,418.25
3060,29-10-1982,1.6769999999999998,212.63,423.25
3061,01-11-1982,1.6825,214.52,427.25
3062,02-11-1982,1.681,217.65,431.0
3063,03-11-1982,1.6795,222.77,427.5
3064,04-11-1982,1.6665,225.01,424.75
3065,05-11-1982,1.6625,227.03,417.5
3066,08-11-1982,1.6505,226.74,407.25
3067,09-11-1982,1.6603,230.19,409.25
3068,10-11-1982,1.6625,230.41,411.0
3069,11-11-1982,1.65715,231.52,401.25
3070,12-11-1982,1.6518,232.61,398.0
3071,15-11-1982,1.6315,229.34,403.25
3072,16-11-1982,1.6205,224.97,407.5
3073,17-11-1982,1.6015,227.75,412.5
3074,18-11-1982,1.6030000000000002,229.28,408.5
3075,19-11-1982,1.6195,229.41,417.6
3076,22-11-1982,1.594,225.79,410.5
3077,23-11-1982,1.5972,225.17,406.0
3078,24-11-1982,1.5955,226.88,409.25
3079,25-11-1982,1.594,227.76,410.5
3080,26-11-1982,1.5925,228.64,417.75
3081,29-11-1982,1.6062,228.39,434.0
3082,30-11-1982,1.632,232.31,436.0
3083,01-12-1982,1.6285,235.59,440.25
3084,02-12-1982,1.6365,236.18,446.25
3085,03-12-1982,1.641,237.16,441.25
3086,06-12-1982,1.62,239.29,445.25
3087,07-12-1982,1.632,240.65,454.5
3088,08-12-1982,1.6269999999999998,240.7,445.0
3089,09-12-1982,1.6119999999999999,237.24,437.5
3090,10-12-1982,1.61,233.85,435.75
3091,13-12-1982,1.607,233.33,438.75
3092,14-12-1982,1.6165,231.33,449.4
3093,15-12-1982,1.614,225.69,437.5
3094,16-12-1982,1.62,225.6,440.25
3095,17-12-1982,1.6,228.93,437.0
3096,20-12-1982,1.6105,227.88,440.25
3097,21-12-1982,1.6045,228.52,442.25
3098,22-12-1982,1.607,231.04,447.25
3099,23-12-1982,1.595,232.33,445.75
3100,24-12-1982,1.6,232.765,449.4375
3101,27-12-1982,1.605,233.2,453.125
3102,28-12-1982,1.619,232.2,456.8125
3103,29-12-1982,1.6269999999999998,232.27,460.5
3104,30-12-1982,1.6165,231.28,456.9
3105,31-12-1982,1.618,232.41,454.4333333333333
3106,03-01-1983,1.6235,230.59,451.9666666666666
3107,04-01-1983,1.621,231.64,449.5
3108,05-01-1983,1.621,232.73,454.0
3109,06-01-1983,1.6065,236.61,454.5
3110,07-01-1983,1.61,238.6,465.0
3111,10-01-1983,1.5895,240.94,474.0
3112,11-01-1983,1.584,240.85,484.5
3113,12-01-1983,1.575,242.9,480.5
3114,13-01-1983,1.578,243.48,488.25
3115,14-01-1983,1.581,245.63,483.25
3116,17-01-1983,1.589,247.14,498.5
3117,18-01-1983,1.5759999999999998,246.7,485.0
3118,19-01-1983,1.574,245.2,495.5
3119,20-01-1983,1.5719999999999998,245.99,487.25
3120,21-01-1983,1.5675,243.97,485.0
3121,24-01-1983,1.5405,236.73,476.0
3122,25-01-1983,1.5388,239.19,488.75
3123,26-01-1983,1.548,241.43,486.5
3124,27-01-1983,1.5365,245.44,496.5
3125,28-01-1983,1.5362,246.93,493.75
3126,31-01-1983,1.5202,248.35,499.5
3127,01-02-1983,1.5235,248.15,508.5
3128,02-02-1983,1.5135,248.28,498.25
3129,03-02-1983,1.5245,249.44,503.5
3130,04-02-1983,1.5245,251.65,498.5
3131,07-02-1983,1.534,252.02,490.25
3132,08-02-1983,1.5365,251.1,497.25
3133,09-02-1983,1.541,251.38,492.25
3134,10-02-1983,1.5490000000000002,254.77,496.0
3135,11-02-1983,1.5405,256.64,504.5
3136,14-02-1983,1.5385,258.67,500.5
3137,15-02-1983,1.541,259.06,509.25
3138,16-02-1983,1.551,259.07,508.5
3139,17-02-1983,1.5435,259.0,504.75
3140,18-02-1983,1.5435,261.29,503.5
3141,21-02-1983,1.5325000000000002,260.235,504.5
3142,22-02-1983,1.5215,259.18,485.5
3143,23-02-1983,1.5330000000000001,259.99,470.25
3144,24-02-1983,1.5275,262.31,475.0
3145,25-02-1983,1.527,262.44,464.75
3146,28-02-1983,1.5115,260.67,408.5
3147,01-03-1983,1.5045,261.82,414.0
3148,02-03-1983,1.505,263.4,430.0
3149,03-03-1983,1.5125,265.21,429.5
3150,04-03-1983,1.511,265.94,412.5
3151,07-03-1983,1.5168,265.39,420.75
3152,08-03-1983,1.4995,263.16,417.5
3153,09-03-1983,1.5025,265.06,426.0
3154,10-03-1983,1.5117,266.08,434.75
3155,11-03-1983,1.5027,266.18,420.5
3156,14-03-1983,1.5090000000000001,264.34,428.5
3157,15-03-1983,1.514,264.25,434.5
3158,16-03-1983,1.51,264.66,419.0
3159,17-03-1983,1.5023,264.01,416.5
3160,18-03-1983,1.4875,265.01,421.75
3161,21-03-1983,1.4705,266.37,414.5
3162,22-03-1983,1.473,267.52,421.25
3163,23-03-1983,1.4580000000000002,269.26,410.0
3164,24-03-1983,1.4618,270.37,415.5
3165,25-03-1983,1.46,270.89,411.75
3166,28-03-1983,1.4545,269.15,408.75
3167,29-03-1983,1.4543,268.77,412.75
3168,30-03-1983,1.4665,270.76,418.0
3169,31-03-1983,1.4825,270.8,414.75
3170,01-04-1983,1.4780000000000002,269.765,418.75
3171,04-04-1983,1.4885,268.73,422.75
3172,05-04-1983,1.5063,268.83,426.75
3173,06-04-1983,1.517,266.47,428.5
3174,07-04-1983,1.5035,266.74,425.75
3175,08-04-1983,1.505,268.1,421.25
3176,11-04-1983,1.5263,270.81,426.75
3177,12-04-1983,1.5425,272.73,432.75
3178,13-04-1983,1.5365,275.93,429.25
3179,14-04-1983,1.5402,278.81,435.5
3180,15-04-1983,1.5488,281.6,436.5
3181,18-04-1983,1.561,282.23,443.0
3182,19-04-1983,1.5495,281.86,439.5
3183,20-04-1983,1.5419999999999998,284.81,433.75
3184,21-04-1983,1.5475,286.84,439.5
3185,22-04-1983,1.5430000000000001,288.55,437.0
3186,25-04-1983,1.568,286.58,441.5
3187,26-04-1983,1.57,288.11,435.5
3188,27-04-1983,1.568,288.93,434.25
3189,28-04-1983,1.5592,290.84,428.5
3190,29-04-1983,1.5573,293.06,429.25
3191,02-05-1983,1.5707,290.54,431.375
3192,03-05-1983,1.5782,289.65,433.5
3193,04-05-1983,1.5787,293.21,432.75
3194,05-05-1983,1.578,297.32,433.75
3195,06-05-1983,1.579,301.64,431.25
3196,09-05-1983,1.568,302.65,434.0
3197,10-05-1983,1.5645,304.34,443.75
3198,11-05-1983,1.568,302.89,443.0
3199,12-05-1983,1.5681,302.15,439.75
3200,13-05-1983,1.5665,303.75,441.25
3201,16-05-1983,1.5605,299.6,436.25
3202,17-05-1983,1.554,301.02,440.75
3203,18-05-1983,1.5585,303.51,442.75
3204,19-05-1983,1.5528,302.82,442.6
3205,20-05-1983,1.5562,303.56,438.75
3206,23-05-1983,1.5562,303.86,432.75
3207,24-05-1983,1.5677,307.36,436.8
3208,25-05-1983,1.5854,309.16,441.75
3209,26-05-1983,1.6019999999999999,311.39,440.0
3210,27-05-1983,1.6018,312.05,437.25
3211,30-05-1983,1.60115,310.39,437.375
3212,31-05-1983,1.6005,308.73,437.5
3213,01-06-1983,1.59,307.95,410.0
3214,02-06-1983,1.5816,310.45,412.5
3215,03-06-1983,1.565,313.85,411.5
3216,06-06-1983,1.5759999999999998,315.48,407.75
3217,07-06-1983,1.5719999999999998,314.17,400.25
3218,08-06-1983,1.5696,312.49,403.0
3219,09-06-1983,1.5788,312.74,407.75
3220,10-06-1983,1.5705,315.24,411.25
3221,13-06-1983,1.5522,318.05,413.0
3222,14-06-1983,1.5225,320.04,407.9
3223,15-06-1983,1.5219999999999998,322.04,408.25
3224,16-06-1983,1.527,326.5,412.5
3225,17-06-1983,1.5230000000000001,326.11,415.5
3226,20-06-1983,1.5319999999999998,324.63,415.75
3227,21-06-1983,1.526,325.96,414.75
3228,22-06-1983,1.5305,328.19,420.5
3229,23-06-1983,1.541,327.73,420.5
3230,24-06-1983,1.5455,328.91,423.5
3231,27-06-1983,1.5375,324.34,419.5
3232,28-06-1983,1.5325,315.87,416.0
3233,29-06-1983,1.5277,316.24,414.85
3234,30-06-1983,1.5330000000000001,318.7,416.0
3235,01-07-1983,1.531,321.58,416.25
3236,04-07-1983,1.52975,319.365,416.0
3237,05-07-1983,1.5285,317.15,410.75
3238,06-07-1983,1.5395,316.24,411.65
3239,07-07-1983,1.5390000000000001,320.03,412.25
3240,08-07-1983,1.5415,319.57,426.0
3241,11-07-1983,1.534,320.88,430.5
3242,12-07-1983,1.5315,316.93,429.0
3243,13-07-1983,1.5298,314.59,427.25
3244,14-07-1983,1.528,315.49,426.25
3245,15-07-1983,1.5165,312.87,422.25
3246,18-07-1983,1.5197,310.29,422.4
3247,19-07-1983,1.5179,311.17,423.75
3248,20-07-1983,1.524,316.76,428.25
3249,21-07-1983,1.525,319.29,429.75
3250,22-07-1983,1.5205,320.71,423.5
3251,25-07-1983,1.5215,320.48,422.0
3252,26-07-1983,1.525,320.38,425.5
3253,27-07-1983,1.5275,315.04,426.25
3254,28-07-1983,1.5253,308.47,425.5
3255,29-07-1983,1.52,303.96,422.0
3256,01-08-1983,1.5090000000000001,302.08,411.25
3257,02-08-1983,1.5072,303.18,414.25
3258,03-08-1983,1.5058,303.86,411.0
3259,04-08-1983,1.4875,299.7,414.0
3260,05-08-1983,1.485,300.2,409.75
3261,08-08-1983,1.4909999999999999,294.93,408.5
3262,09-08-1983,1.494,294.26,413.0
3263,10-08-1983,1.4809999999999999,296.65,408.25
3264,11-08-1983,1.4792,297.56,411.75
3265,12-08-1983,1.4815,299.58,412.45
3266,15-08-1983,1.4925,301.77,416.0
3267,16-08-1983,1.5075,299.85,420.5
3268,17-08-1983,1.5145,300.84,422.5
3269,18-08-1983,1.5233,299.78,421.5
3270,19-08-1983,1.517,299.1,417.75
3271,22-08-1983,1.528,298.76,421.75
3272,23-08-1983,1.5308,293.66,426.4
3273,24-08-1983,1.5198,290.86,424.0
3274,25-08-1983,1.506,289.53,423.25
3275,26-08-1983,1.5045,290.31,417.0
3276,29-08-1983,1.501,289.36,417.55
3277,30-08-1983,1.4988,289.86,418.1
3278,31-08-1983,1.494,292.42,414.25
3279,01-09-1983,1.4974,294.55,416.6
3280,02-09-1983,1.495,297.85,417.5
3281,05-09-1983,1.49675,299.54,419.1
3282,06-09-1983,1.4985,301.23,418.25
3283,07-09-1983,1.4905,300.76,413.25
3284,08-09-1983,1.4922,301.79,414.0
3285,09-09-1983,1.494,302.23,414.75
3286,12-09-1983,1.501,300.76,415.75
3287,13-09-1983,1.4935,297.93,406.75
3288,14-09-1983,1.49,298.34,401.75
3289,15-09-1983,1.4969999999999999,297.19,405.25
3290,16-09-1983,1.5019999999999998,298.27,405.5
3291,19-09-1983,1.5090000000000001,301.83,412.25
3292,20-09-1983,1.508,303.36,412.35
3293,21-09-1983,1.506,303.26,411.25
3294,22-09-1983,1.4975,304.56,407.75
3295,23-09-1983,1.5027,303.61,413.0
3296,26-09-1983,1.5032,303.77,415.0
3297,27-09-1983,1.4975,300.78,412.25
3298,28-09-1983,1.4992,299.76,413.6
3299,29-09-1983,1.4995,299.29,408.75
3300,30-09-1983,1.4977,296.65,405.0
3301,03-10-1983,1.4835,294.64,389.0
3302,04-10-1983,1.475,294.81,393.5
3303,05-10-1983,1.489,294.57,389.5
3304,06-10-1983,1.4903,295.78,394.0
3305,07-10-1983,1.5090000000000001,297.36,397.4
3306,10-10-1983,1.5085,297.42,401.0
3307,11-10-1983,1.508,295.41,399.0
3308,12-10-1983,1.504,291.59,394.75
3309,13-10-1983,1.4995,290.44,398.65
3310,14-10-1983,1.4994,290.04,398.75
3311,17-10-1983,1.5005,289.69,395.0
3312,18-10-1983,1.5005,283.62,397.25
3313,19-10-1983,1.5003,283.62,394.0
3314,20-10-1983,1.4978,281.25,389.75
3315,21-10-1983,1.5018,279.49,394.25
3316,24-10-1983,1.4975,276.81,394.5
3317,25-10-1983,1.4997,278.6,398.0
3318,26-10-1983,1.4980000000000002,277.85,392.6
3319,27-10-1983,1.4942,277.5,384.5
3320,28-10-1983,1.495,276.14,387.75
3321,31-10-1983,1.4952,274.55,382.0
3322,01-11-1983,1.4855,273.04,377.75
3323,02-11-1983,1.4871,275.18,383.0
3324,03-11-1983,1.4869999999999999,274.26,377.75
3325,04-11-1983,1.4880000000000002,273.17,381.0
3326,07-11-1983,1.4855,271.12,379.0
3327,08-11-1983,1.485,269.57,382.25
3328,09-11-1983,1.4845,271.0,383.0
3329,10-11-1983,1.4909999999999999,273.08,381.8
3330,11-11-1983,1.4875,277.13,382.0
3331,14-11-1983,1.484,279.51,382.6
3332,15-11-1983,1.4851,278.92,383.25
3333,16-11-1983,1.483,279.94,383.25
3334,17-11-1983,1.4783,281.26,375.75
3335,18-11-1983,1.4695,281.28,375.25
3336,21-11-1983,1.465,283.05,374.25
3337,22-11-1983,1.474,284.55,376.5
3338,23-11-1983,1.4675,284.69,375.75
3339,24-11-1983,1.4635,285.0900000000001,375.5
3340,25-11-1983,1.4595,285.49,376.1
3341,28-11-1983,1.4587,284.47,394.25
3342,29-11-1983,1.46,285.62,391.5
3343,30-11-1983,1.463,285.67,405.0
3344,01-12-1983,1.4578,286.07,399.25
3345,02-12-1983,1.4572,283.91,400.75
3346,05-12-1983,1.4455,282.49,397.25
3347,06-12-1983,1.4505,282.05,397.0
3348,07-12-1983,1.439,282.15,399.75
3349,08-12-1983,1.4415,280.57,401.0
3350,09-12-1983,1.435,280.51,388.75
3351,12-12-1983,1.4307,279.94,391.25
3352,13-12-1983,1.4165,278.92,389.2
3353,14-12-1983,1.415,276.42,389.0
3354,15-12-1983,1.4215,275.35,388.75
3355,16-12-1983,1.415,276.01,377.25
3356,19-12-1983,1.4182,275.58,375.0
3357,20-12-1983,1.419,274.51,378.1
3358,21-12-1983,1.4225,275.63,378.6
3359,22-12-1983,1.4269999999999998,276.21,378.9
3360,23-12-1983,1.4315,276.54,378.675
3361,26-12-1983,1.43175,276.61,378.45
3362,27-12-1983,1.432,276.68,378.225
3363,28-12-1983,1.436,276.57,378.0
3364,29-12-1983,1.4475,277.06,382.4
3365,30-12-1983,1.4515,278.6,382.6
3366,02-01-1984,1.4401000000000002,278.115,382.8
3367,03-01-1984,1.4287,277.63,383.0
3368,04-01-1984,1.4173,280.97,374.0
3369,05-01-1984,1.4125,284.45,375.25
3370,06-01-1984,1.4069999999999998,287.9,375.25
3371,09-01-1984,1.4028,287.27,365.25
3372,10-01-1984,1.4024,287.63,371.25
3373,11-01-1984,1.3963,287.68,367.75
3374,12-01-1984,1.3981,287.63,368.5
3375,13-01-1984,1.41,286.85,373.25
3376,16-01-1984,1.4195,286.29,369.1
3377,17-01-1984,1.4105,286.86,367.75
3378,18-01-1984,1.4140000000000001,287.21,368.75
3379,19-01-1984,1.4180000000000001,286.49,374.75
3380,20-01-1984,1.4005,284.41,371.25
3381,23-01-1984,1.4039,280.2,371.35
3382,24-01-1984,1.399,278.82,365.1
3383,25-01-1984,1.4007,277.35,366.5
3384,26-01-1984,1.406,275.61,367.0
3385,27-01-1984,1.4035,273.18,370.0
3386,30-01-1984,1.4074,269.23,369.85
3387,31-01-1984,1.4012,268.43,373.75
3388,01-02-1984,1.41,266.43,378.15
3389,02-02-1984,1.4225,266.16,383.25
3390,03-02-1984,1.431,264.01,383.1
3391,06-02-1984,1.4225,258.64,380.8
3392,07-02-1984,1.4107,257.81,379.75
3393,08-02-1984,1.4128,253.96,386.25
3394,09-02-1984,1.421,251.69,383.0
3395,10-02-1984,1.4143,254.04,377.65
3396,13-02-1984,1.42115,250.57,376.85
3397,14-02-1984,1.4280000000000002,252.43,376.0
3398,15-02-1984,1.4445,252.73,383.0
3399,16-02-1984,1.446,251.84,383.9
3400,17-02-1984,1.4509999999999998,251.33,382.15
3401,20-02-1984,1.4460000000000002,250.645,385.25
3402,21-02-1984,1.4409999999999998,249.96,389.0
3403,22-02-1984,1.4515,249.16,395.25
3404,23-02-1984,1.4575,247.09,398.25
3405,24-02-1984,1.4725,251.44,395.75
3406,27-02-1984,1.473,254.32,393.5
3407,28-02-1984,1.4915,251.55,399.25
3408,29-02-1984,1.4905,252.57,394.25
3409,01-03-1984,1.4780000000000002,253.5,392.75
3410,02-03-1984,1.4809999999999999,255.54,399.0
3411,05-03-1984,1.4845,253.86,405.85
3412,06-03-1984,1.484,252.24,402.5
3413,07-03-1984,1.4755,249.16,398.75
3414,08-03-1984,1.4580000000000002,249.66,397.25
3415,09-03-1984,1.4625,249.01,399.9
3416,12-03-1984,1.4532,249.74,395.75
3417,13-03-1984,1.4675,250.67,397.25
3418,14-03-1984,1.4665,250.25,399.75
3419,15-03-1984,1.4609999999999999,251.05,394.5
3420,16-03-1984,1.445,253.37,392.75
3421,19-03-1984,1.443,251.65,393.6
3422,20-03-1984,1.439,252.74,393.85
3423,21-03-1984,1.4313,252.49,392.35
3424,22-03-1984,1.4303,250.77,389.35
3425,23-03-1984,1.436,249.98,387.9
3426,26-03-1984,1.4475,249.3,387.4
3427,27-03-1984,1.4469999999999998,249.1,388.85
3428,28-03-1984,1.4465,251.01,385.75
3429,29-03-1984,1.4509999999999998,251.63,390.25
3430,30-03-1984,1.4375,250.78,388.5
3431,02-04-1984,1.433,249.8,387.2
3432,03-04-1984,1.4315,248.88,380.4
3433,04-04-1984,1.4325,248.51,381.25
3434,05-04-1984,1.426,245.74,381.2
3435,06-04-1984,1.43,243.94,380.25
3436,09-04-1984,1.425,242.84,382.4
3437,10-04-1984,1.4369999999999998,243.45,381.35
3438,11-04-1984,1.436,241.79,384.5
3439,12-04-1984,1.429,242.56,381.9
3440,13-04-1984,1.429,244.01,379.25
3441,16-04-1984,1.4215,243.88,380.1
3442,17-04-1984,1.4211,245.59,380.2
3443,18-04-1984,1.4192,245.48,380.525
3444,19-04-1984,1.4177,245.51,384.9
3445,20-04-1984,1.416,244.72,384.35
3446,23-04-1984,1.4155,243.93,383.8
3447,24-04-1984,1.4072,244.06,383.25
3448,25-04-1984,1.4115,243.9,382.3
3449,26-04-1984,1.4038,245.93,379.9
3450,27-04-1984,1.4015,246.9,379.25
3451,30-04-1984,1.3980000000000001,247.44,375.8
3452,01-05-1984,1.3975,250.26,376.5
3453,02-05-1984,1.399,253.01,377.35
3454,03-05-1984,1.413,252.55,378.5
3455,04-05-1984,1.4080000000000001,250.89,376.7
3456,07-05-1984,1.3855,251.35,374.1
3457,08-05-1984,1.3825,252.42,371.5
3458,09-05-1984,1.389,252.6,372.6
3459,10-05-1984,1.383,252.91,371.75
3460,11-05-1984,1.3835,250.57,372.5
3461,14-05-1984,1.3880000000000001,248.87,372.55
3462,15-05-1984,1.3875,249.0,373.25
3463,16-05-1984,1.3940000000000001,248.68,375.25
3464,17-05-1984,1.3940000000000001,246.12,376.5
3465,18-05-1984,1.3867,244.61,375.6
3466,21-05-1984,1.3905,243.15,380.75
3467,22-05-1984,1.389,240.8,379.5
3468,23-05-1984,1.3765,239.58,378.55
3469,24-05-1984,1.382,235.39,375.65
3470,25-05-1984,1.383,235.23,384.2
3471,28-05-1984,1.38425,233.92,384.9
3472,29-05-1984,1.3855,232.61,385.6
3473,30-05-1984,1.3840000000000001,231.93,386.4
3474,31-05-1984,1.3855,232.82,384.25
3475,01-06-1984,1.4035,235.9,393.75
3476,04-06-1984,1.4,238.75,391.0
3477,05-06-1984,1.3945,238.43,393.75
3478,06-06-1984,1.4015,239.49,391.65
3479,07-06-1984,1.3968,239.89,392.2
3480,08-06-1984,1.3935,240.35,386.0
3481,11-06-1984,1.3880000000000001,238.12,382.5
3482,12-06-1984,1.3835,237.04,375.0
3483,13-06-1984,1.3855,237.78,374.0
3484,14-06-1984,1.385,235.62,375.6
3485,15-06-1984,1.3785,235.64,368.0
3486,18-06-1984,1.3748,236.82,367.9
3487,19-06-1984,1.3780000000000001,237.87,370.6
3488,20-06-1984,1.3659999999999999,238.35,370.0
3489,21-06-1984,1.3619999999999999,239.75,370.75
3490,22-06-1984,1.3633,241.11,374.25
3491,25-06-1984,1.351,240.85,369.25
3492,26-06-1984,1.3532,237.87,369.5
3493,27-06-1984,1.349,238.35,369.325
3494,28-06-1984,1.3525,239.75,372.9
3495,29-06-1984,1.3575,241.11,373.05
3496,02-07-1984,1.3508,237.91,370.0
3497,03-07-1984,1.337,238.29,368.35
3498,04-07-1984,1.3275,238.06,369.0
3499,05-07-1984,1.318,237.83,364.8
3500,06-07-1984,1.3162,236.72,353.25
3501,09-07-1984,1.306,236.99,338.5
3502,10-07-1984,1.3095,236.25,344.25
3503,11-07-1984,1.3119999999999998,234.82,339.25
3504,12-07-1984,1.3065,234.22,341.15
3505,13-07-1984,1.3235,234.67,345.0
3506,16-07-1984,1.3265,233.69,350.1
3507,17-07-1984,1.3175,233.5,347.15
3508,18-07-1984,1.314,232.23,345.75
3509,19-07-1984,1.328,230.89,350.2
3510,20-07-1984,1.3232,229.37,342.0
3511,23-07-1984,1.3185,227.06,335.0
3512,24-07-1984,1.324,225.73,338.5
3513,25-07-1984,1.3325,225.3,341.75
3514,26-07-1984,1.3308,227.06,344.2
3515,27-07-1984,1.311,229.3,335.25
3516,30-07-1984,1.3075,228.95,338.5
3517,31-07-1984,1.3073,229.7,342.35
3518,01-08-1984,1.301,233.35,339.0
3519,02-08-1984,1.3095,238.87,344.0
3520,03-08-1984,1.327,246.24,349.25
3521,06-08-1984,1.317,249.27,349.25
3522,07-08-1984,1.306,249.09,342.0
3523,08-08-1984,1.3145,248.02,344.5
3524,09-08-1984,1.3115,250.33,344.25
3525,10-08-1984,1.3125,252.43,346.75
3526,13-08-1984,1.305,251.35,343.5
3527,14-08-1984,1.319,250.63,354.0
3528,15-08-1984,1.3203,249.7,350.9
3529,16-08-1984,1.3275,250.33,352.25
3530,17-08-1984,1.3219999999999998,250.37,352.0
3531,20-08-1984,1.319,250.22,349.3
3532,21-08-1984,1.3135,253.33,346.0
3533,22-08-1984,1.3095,253.86,345.0
3534,23-08-1984,1.3125,254.12,351.25
3535,24-08-1984,1.305,254.78,350.0
3536,27-08-1984,1.3075,253.29,349.875
3537,28-08-1984,1.3105,254.37,349.75
3538,29-08-1984,1.315,254.81,350.5
3539,30-08-1984,1.311,254.56,347.25
3540,31-08-1984,1.3075,254.64,348.25
3541,03-09-1984,1.29975,253.015,344.5
3542,04-09-1984,1.2919999999999998,251.39,341.2
3543,05-09-1984,1.281,250.61,338.25
3544,06-09-1984,1.285,252.22,340.5
3545,07-09-1984,1.273,251.68,339.75
3546,10-09-1984,1.276,250.53,338.45
3547,11-09-1984,1.275,251.8,340.3
3548,12-09-1984,1.2795,251.45,338.5
3549,13-09-1984,1.2675,253.34,336.85
3550,14-09-1984,1.266,255.6,341.45
3551,17-09-1984,1.242,255.39,335.25
3552,18-09-1984,1.232,253.99,336.75
3553,19-09-1984,1.237,253.01,340.0
3554,20-09-1984,1.2209999999999999,253.13,338.75
3555,21-09-1984,1.245,252.68,343.5
3556,24-09-1984,1.2455,250.8,347.75
3557,25-09-1984,1.2315,250.01,345.0
3558,26-09-1984,1.2409999999999999,250.23,346.1
3559,27-09-1984,1.246,250.29,345.25
3560,28-09-1984,1.234,249.94,343.75
3561,01-10-1984,1.2375,247.86,345.4
3562,02-10-1984,1.24,246.1,345.25
3563,03-10-1984,1.2495,244.81,348.5
3564,04-10-1984,1.247,245.2,346.25
3565,05-10-1984,1.2375,245.46,343.8
3566,08-10-1984,1.23275,244.56,341.6
3567,09-10-1984,1.228,244.09,341.0
3568,10-10-1984,1.2329999999999999,243.29,337.75
3569,11-10-1984,1.225,244.73,338.1
