,DATE,EXCH,STOCK,GOLD
2372,11-03-1980,2.2265,144.56,570.25
2373,12-03-1980,2.2335,144.63,585.7
2374,13-03-1980,2.2230000000000003,144.98,556.5
2375,14-03-1980,2.213,144.44,523.0
2376,17-03-1980,2.1875,139.7,484.0
2377,18-03-1980,2.186,138.92,481.5
2378,19-03-1980,2.1905,139.97,527.0
2379,20-03-1980,2.194,139.64,561.0
2380,21-03-1980,2.1835,138.8,525.0
2381,24-03-1980,2.186,134.61,558.25
2382,25-03-1980,2.1885,132.52,547.25
2383,26-03-1980,2.1855,132.22,507.5
2384,27-03-1980,2.174,124.09,485.25
2385,28-03-1980,2.169,129.25,490.0
2386,31-03-1980,2.16,131.0,494.5
2387,01-04-1980,2.1515,133.14,509.5
2388,02-04-1980,2.154,135.8,500.5
2389,03-04-1980,2.1390000000000002,136.01,485.75
2390,04-04-1980,2.135,134.70499999999998,499.83333333333326
2391,07-04-1980,2.14,133.4,513.9166666666666
2392,08-04-1980,2.1790000000000003,134.37,528.0
2393,09-04-1980,2.186,136.04,554.0
2394,10-04-1980,2.1915,137.28,526.0
2395,11-04-1980,2.195,137.75,530.5
2396,14-04-1980,2.2035,136.67,529.75
2397,15-04-1980,2.1875,136.39,497.5
2398,16-04-1980,2.217,135.76,520.0
2399,17-04-1980,2.215,134.55,513.0
2400,18-04-1980,2.2185,134.66,515.6
2401,21-04-1980,2.242,133.08,506.0
2402,22-04-1980,2.2345,135.71,502.4
2403,23-04-1980,2.269,136.92,506.5
2404,24-04-1980,2.2635,138.69,515.7
2405,25-04-1980,2.2735,137.92,551.5
2406,28-04-1980,2.283,138.54,524.25
2407,29-04-1980,2.2695,139.35,513.75
2408,30-04-1980,2.2585,139.99,518.0
2409,01-05-1980,2.259,139.68,490.0
2410,02-05-1980,2.2555,140.25,512.5
2411,05-05-1980,2.278,141.04,512.5
2412,06-05-1980,2.2795,142.23,512.5
2413,07-05-1980,2.2815,143.58,510.0
2414,08-05-1980,2.285,143.26,515.75
2415,09-05-1980,2.267,143.06,508.25
2416,12-05-1980,2.281,142.96,513.25
2417,13-05-1980,2.279,144.1,512.0
2418,14-05-1980,2.2975,145.66,525.0
2419,15-05-1980,2.3005,146.62,517.0
2420,16-05-1980,2.2840000000000003,147.24,516.5
2421,19-05-1980,2.2835,147.24,513.75
2422,20-05-1980,2.291,146.93,507.75
2423,21-05-1980,2.3305,146.75,513.5
2424,22-05-1980,2.3285,147.96,501.0
2425,23-05-1980,2.344,149.48,511.25
2426,26-05-1980,2.3569999999999998,149.79,513.025
2427,27-05-1980,2.37,150.1,514.8
2428,28-05-1980,2.359,150.7,526.5
2429,29-05-1980,2.346,150.09,519.6
2430,30-05-1980,2.3425,150.45,535.5
2431,02-06-1980,2.3365,150.17,561.5
2432,03-06-1980,2.303,149.92,552.5
2433,04-06-1980,2.3215,151.21,571.5
2434,05-06-1980,2.3305,152.21,581.75
2435,06-06-1980,2.3318,152.68,597.0
2436,09-06-1980,2.3505,153.0,623.75
2437,10-06-1980,2.3327,154.15,604.0
2438,11-06-1980,2.3348,155.22,596.0
2439,12-06-1980,2.3385,155.31,590.0
2440,13-06-1980,2.3425,156.59,608.4
2441,16-06-1980,2.3405,156.79,595.0
2442,17-06-1980,2.3306,156.98,591.75
2443,18-06-1980,2.3323,157.19,602.5
2444,19-06-1980,2.3355,156.73,599.0
2445,20-06-1980,2.335,156.51,602.9
2446,23-06-1980,2.3409999999999997,156.99,596.5
2447,24-06-1980,2.3357,157.66,603.0
2448,25-06-1980,2.336,158.74,622.5
2449,26-06-1980,2.3435,159.0,624.5
2450,27-06-1980,2.347,159.18,637.5
2451,30-06-1980,2.3555,157.78,653.5
2452,01-07-1980,2.3615,158.17,660.0
2453,02-07-1980,2.358,159.18,661.5
2454,03-07-1980,2.3483,160.87,663.5
2455,04-07-1980,2.3654,162.25,666.5
2456,07-07-1980,2.3825,163.63,667.5
2457,08-07-1980,2.373,163.58,687.5
2458,09-07-1980,2.3735,164.09,671.0
2459,10-07-1980,2.3755,163.84,656.5
2460,11-07-1980,2.3777,164.82,667.0
2461,14-07-1980,2.3755,166.52,650.0
2462,15-07-1980,2.3715,167.05,619.5
2463,16-07-1980,2.3715,167.1,624.75
2464,17-07-1980,2.38,168.67,627.25
2465,18-07-1980,2.3742,169.99,606.0
2466,21-07-1980,2.3795,170.48,617.5
2467,22-07-1980,2.388,169.79,613.0
2468,23-07-1980,2.3845,169.82,631.25
2469,24-07-1980,2.3965,169.92,643.0
2470,25-07-1980,2.3905,169.63,651.75
2471,28-07-1980,2.3862,170.02,643.5
2472,29-07-1980,2.371,171.06,646.75
2473,30-07-1980,2.3480000000000003,172.33,629.0
2474,31-07-1980,2.3425,171.81,614.25
2475,01-08-1980,2.333,172.49,622.0
2476,04-08-1980,2.3425,171.89,630.75
2477,05-08-1980,2.3555,172.52,630.5
2478,06-08-1980,2.374,173.45,627.75
2479,07-08-1980,2.3698,175.24,629.5
2480,08-08-1980,2.372,175.88,630.0
2481,11-08-1980,2.3718,177.11,617.0
2482,12-08-1980,2.373,176.62,605.0
2483,13-08-1980,2.3755,177.02,615.25
2484,14-08-1980,2.3755,178.76,626.0
2485,15-08-1980,2.3795,179.89,624.5
2486,18-08-1980,2.369,177.24,612.25
2487,19-08-1980,2.36,176.28,624.0
2488,20-08-1980,2.3685,177.68,634.75
2489,21-08-1980,2.369,179.91,645.25
2490,22-08-1980,2.3655,181.7,639.2
2491,25-08-1980,2.3685,181.58,634.0250000000002
2492,26-08-1980,2.3795,182.39,628.85
2493,27-08-1980,2.3905,182.15,633.85
2494,28-08-1980,2.3890000000000002,180.99,635.3
2495,29-08-1980,2.396,181.52,631.25
2496,01-09-1980,2.407,181.93,628.75
2497,02-09-1980,2.418,182.34,640.0
2498,03-09-1980,2.4155,184.53,636.75
2499,04-09-1980,2.418,185.05,647.25
2500,05-09-1980,2.4130000000000003,185.61,651.0
2501,08-09-1980,2.4175,184.45,672.0
2502,09-09-1980,2.4005,184.84,670.5
2503,10-09-1980,2.4019999999999997,186.31,686.5
2504,11-09-1980,2.4115,188.16,674.0
2505,12-09-1980,2.4135,189.58,685.5
2506,15-09-1980,2.396,189.59,666.5
2507,16-09-1980,2.3865,191.31,668.0
2508,17-09-1980,2.3923,193.95,673.0
2509,18-09-1980,2.384,193.61,672.0
2510,19-09-1980,2.3855,195.33,674.0
2511,22-09-1980,2.403,195.94,710.0
2512,23-09-1980,2.4019999999999997,195.05,711.0
2513,24-09-1980,2.399,195.18,710.5
2514,25-09-1980,2.3992,194.05,697.75
2515,26-09-1980,2.3915,190.77,698.75
2516,29-09-1980,2.3905,185.79,679.25
2517,30-09-1980,2.387,187.76,666.75
2518,01-10-1980,2.391,189.62,682.0
2519,02-10-1980,2.386,190.81,665.75
2520,03-10-1980,2.3883,193.43,660.5
2521,06-10-1980,2.3978,196.01,675.5
2522,07-10-1980,2.3925,196.17,678.15
2523,08-10-1980,2.3930000000000002,197.18,677.0
2524,09-10-1980,2.3972,197.53,690.0
2525,10-10-1980,2.4028,197.79,685.25
2526,13-10-1980,2.4053,198.87,679.75
2527,14-10-1980,2.4078,199.02,668.5
2528,15-10-1980,2.407,199.43,678.0
2529,16-10-1980,2.4165,197.95,674.0
2530,17-10-1980,2.4130000000000003,197.24,670.5
2531,20-10-1980,2.4295,197.15,657.0
2532,21-10-1980,2.435,196.46,652.5
2533,22-10-1980,2.4345,197.9,660.0
2534,23-10-1980,2.4419999999999997,195.81,634.5
2535,24-10-1980,2.44,196.17,633.0
2536,27-10-1980,2.438,194.35,637.25
2537,28-10-1980,2.4345,193.76,631.75
2538,29-10-1980,2.441,194.49,644.0
2539,30-10-1980,2.438,192.51,642.5
2540,31-10-1980,2.4365,192.78,629.0
2541,03-11-1980,2.443,193.15,640.5
2542,04-11-1980,2.4445,194.59,646.0
2543,05-11-1980,2.4459999999999997,196.03,652.0
2544,06-11-1980,2.438,193.96,632.0
2545,07-11-1980,2.418,193.51,596.0
2546,10-11-1980,2.3965,193.1,612.5
2547,11-11-1980,2.40475,195.02,598.5
2548,12-11-1980,2.4130000000000003,197.78,619.5
2549,13-11-1980,2.4175,200.25,622.0
2550,14-11-1980,2.403,201.76,612.5
2551,17-11-1980,2.394,201.59,611.75
2552,18-11-1980,2.39,203.76,619.0
2553,19-11-1980,2.376,205.02,629.75
2554,20-11-1980,2.385,206.5,630.5
2555,21-11-1980,2.3585,206.07,634.75
2556,24-11-1980,2.339,204.22,631.0
2557,25-11-1980,2.355,205.41,616.25
2558,26-11-1980,2.3695,207.06,623.0
2559,27-11-1980,2.3635,207.605,622.0
2560,28-11-1980,2.3575,208.15,619.75
2561,01-12-1980,2.3485,204.91,635.0
2562,02-12-1980,2.3415,203.71,627.0
2563,03-12-1980,2.346,204.9,627.25
2564,04-12-1980,2.3442,206.19,631.5
2565,05-12-1980,2.339,203.02,617.0
2566,08-12-1980,2.3435,195.87,617.25
2567,09-12-1980,2.3355,195.07,604.0
2568,10-12-1980,2.34,193.58,579.0
2569,11-12-1980,2.3145,188.75,558.0
2570,12-12-1980,2.3235,191.22,562.75
2571,15-12-1980,2.3275,194.02,579.0
2572,16-12-1980,2.309,191.88,561.0
2573,17-12-1980,2.33,194.02,575.5
2574,18-12-1980,2.324,196.01,573.5
2575,19-12-1980,2.3409999999999997,197.91,575.0
2576,22-12-1980,2.351,199.79,594.75
2577,23-12-1980,2.3680000000000003,199.86,602.5
2578,24-12-1980,2.36,200.14,600.3125
2579,25-12-1980,2.3695,200.71,598.125
2580,26-12-1980,2.379,201.28,595.9375
2581,29-12-1980,2.366,199.84,593.75
2582,30-12-1980,2.39,200.46,589.75
2583,31-12-1980,2.3890000000000002,202.34,591.6875
2584,01-01-1981,2.3855,202.945,593.625
2585,02-01-1981,2.3819999999999997,203.55,595.5625
2586,05-01-1981,2.4155,204.17,597.5
2587,06-01-1981,2.4225,204.07,599.25
2588,07-01-1981,2.4115,197.35,585.0
2589,08-01-1981,2.4035,195.89,574.75
2590,09-01-1981,2.395,197.66,577.75
2591,12-01-1981,2.397,198.44,562.0
2592,13-01-1981,2.388,198.05,562.75
2593,14-01-1981,2.4025,199.08,556.5
2594,15-01-1981,2.4005,199.85,571.5
2595,16-01-1981,2.3935,197.66,560.75
2596,19-01-1981,2.405,201.58,566.75
2597,20-01-1981,2.4185,198.72,562.0
2598,21-01-1981,2.427,198.09,578.0
2599,22-01-1981,2.403,197.12,564.0
2600,23-01-1981,2.407,197.52,553.0
2601,26-01-1981,2.416,196.13,528.5
2602,27-01-1981,2.4019999999999997,197.18,524.0
2603,28-01-1981,2.4083,197.37,523.5
2604,29-01-1981,2.3968,197.88,493.75
2605,30-01-1981,2.3655,197.81,506.5
2606,02-02-1981,2.349,193.09,493.5
2607,03-02-1981,2.3505,193.56,486.25
2608,04-02-1981,2.356,194.57,505.0
2609,05-02-1981,2.3405,196.29,498.5
2610,06-02-1981,2.34,197.87,500.5
2611,09-02-1981,2.3405,196.93,512.5
2612,10-02-1981,2.3369999999999997,196.7,519.5
2613,11-02-1981,2.3375,195.81,501.0
2614,12-02-1981,2.311,194.61,490.25
2615,13-02-1981,2.2845,193.89,491.5
2616,16-02-1981,2.27375,193.935,490.25
2617,17-02-1981,2.263,193.98,500.75
2618,18-02-1981,2.266,194.73,505.0
2619,19-02-1981,2.2840000000000003,192.74,503.25
2620,20-02-1981,2.31,192.29,511.5
2621,23-02-1981,2.244,193.06,501.5
2622,24-02-1981,2.233,193.94,503.0
2623,25-02-1981,2.228,193.99,500.5
2624,26-02-1981,2.2265,196.13,492.0
2625,27-02-1981,2.204,198.01,489.0
2626,02-03-1981,2.1805,199.06,465.5
2627,03-03-1981,2.205,198.35,471.0
2628,04-03-1981,2.198,198.75,465.5
2629,05-03-1981,2.204,199.05,461.5
2630,06-03-1981,2.1925,199.89,467.0
2631,09-03-1981,2.215,200.14,474.25
2632,10-03-1981,2.228,199.03,487.25
2633,11-03-1981,2.2165,198.16,476.25
2634,12-03-1981,2.219,200.67,478.0
2635,13-03-1981,2.217,202.17,492.0
2636,16-03-1981,2.2365,203.44,499.75
2637,17-03-1981,2.249,203.19,493.25
2638,18-03-1981,2.2785,204.0,506.0
2639,19-03-1981,2.2805,204.45,510.0
2640,20-03-1981,2.263,206.29,516.75
2641,23-03-1981,2.2495,207.62,526.0
2642,24-03-1981,2.2655,207.7,536.25
2643,25-03-1981,2.2625,209.31,528.0
2644,26-03-1981,2.245,209.53,539.5
2645,27-03-1981,2.226,208.82,538.75
2646,30-03-1981,2.2375,209.25,526.5
2647,31-03-1981,2.2325,210.18,513.75
2648,01-04-1981,2.246,211.34,514.25
2649,02-04-1981,2.218,211.96,519.5
2650,03-04-1981,2.195,212.65,523.0
2651,06-04-1981,2.175,211.27,533.75
2652,07-04-1981,2.2030000000000003,211.76,514.25
2653,08-04-1981,2.1959999999999997,212.8,508.5
2654,09-04-1981,2.19,213.91,503.0
2655,10-04-1981,2.185,215.15,493.5
2656,13-04-1981,2.1630000000000003,214.33,473.75
2657,14-04-1981,2.1758,213.39,483.0
2658,15-04-1981,2.153,212.8,476.25
2659,16-04-1981,2.154,216.64,482.5
2660,17-04-1981,2.154,217.095,482.0
2661,20-04-1981,2.1575,217.55,481.5
2662,21-04-1981,2.1617,216.73,481.0
2663,22-04-1981,2.1865,217.19,501.0
2664,23-04-1981,2.1745,218.02,488.5
2665,24-04-1981,2.167,219.56,494.5
2666,27-04-1981,2.1630000000000003,219.88,483.0
2667,28-04-1981,2.156,217.63,482.75
2668,29-04-1981,2.1430000000000002,216.22,477.25
2669,30-04-1981,2.1395,216.74,482.75
2670,01-05-1981,2.1430000000000002,216.68,487.5
2671,04-05-1981,2.1180000000000003,213.32,481.875
2672,05-05-1981,2.1135,211.55,476.25
2673,06-05-1981,2.1168,211.98,482.0
2674,07-05-1981,2.1035,213.66,477.75
2675,08-05-1981,2.1155,214.84,485.75
2676,11-05-1981,2.101,212.79,493.0
2677,12-05-1981,2.0875,213.12,484.0
2678,13-05-1981,2.0775,213.78,484.25
2679,14-05-1981,2.0663,215.18,476.5
2680,15-05-1981,2.0745,216.51,485.0
2681,18-05-1981,2.0882,216.94,481.75
2682,19-05-1981,2.0765,216.12,481.5
2683,20-05-1981,2.081,217.63,479.75
2684,21-05-1981,2.068,218.35,475.0
2685,22-05-1981,2.0725,219.23,472.75
2686,25-05-1981,2.06925,219.735,469.625
2687,26-05-1981,2.066,220.24,466.5
2688,27-05-1981,2.06,222.17,466.75
2689,28-05-1981,2.068,223.31,479.0
2690,29-05-1981,2.07,223.47,479.25
2691,01-06-1981,2.0575,223.02,483.25
2692,02-06-1981,2.036,219.59,474.0
2693,03-06-1981,2.016,218.89,475.5
2694,04-06-1981,1.94,219.68,462.5
2695,05-06-1981,1.93,221.3,460.0
2696,08-06-1981,1.94,220.84,473.5
2697,09-06-1981,1.9405,220.01,460.5
2698,10-06-1981,1.9705,220.4,465.25
2699,11-06-1981,1.949,222.34,464.25
2700,12-06-1981,1.9569999999999999,222.76,472.0
2701,15-06-1981,2.002,222.96,471.75
2702,16-06-1981,1.9948,220.58,461.5
2703,17-06-1981,1.9969999999999999,220.61,461.75
2704,18-06-1981,1.976,218.71,459.0
2705,19-06-1981,1.972,219.56,458.25
2706,22-06-1981,1.9918,218.6,462.0
2707,23-06-1981,1.9982,219.23,466.5
2708,24-06-1981,1.979,218.77,462.0
2709,25-06-1981,1.953,219.31,446.5
2710,26-06-1981,1.949,219.76,442.0
2711,29-06-1981,1.9435,218.22,428.75
2712,30-06-1981,1.93,215.75,426.0
2713,01-07-1981,1.9025,214.63,422.0
2714,02-07-1981,1.8840000000000001,212.8,414.5
2715,03-07-1981,1.893,210.95,414.0
2716,06-07-1981,1.9,209.1,403.75
2717,07-07-1981,1.9025,208.01,405.0
2718,08-07-1981,1.879,208.44,397.75
2719,09-07-1981,1.8769999999999998,210.03,406.25
2720,10-07-1981,1.8925,210.54,416.5
2721,13-07-1981,1.8805,210.86,413.0
2722,14-07-1981,1.8619999999999999,209.88,402.25
2723,15-07-1981,1.89,210.84,412.25
2724,16-07-1981,1.8825,212.02,418.25
2725,17-07-1981,1.8815,212.76,415.0
2726,20-07-1981,1.867,207.27,412.5
2727,21-07-1981,1.845,207.17,406.0
2728,22-07-1981,1.8607,206.16,411.5
2729,23-07-1981,1.8545,206.41,407.75
2730,24-07-1981,1.8622,208.0,407.5
2731,27-07-1981,1.86,209.42,408.75
2732,28-07-1981,1.8635,208.91,401.5
2733,29-07-1981,1.858,208.95,401.875
2734,30-07-1981,1.857,210.03,402.25
2735,31-07-1981,1.84,211.63,406.0
2736,03-08-1981,1.8015,210.4,392.5
2737,04-08-1981,1.7935,210.09,391.25
2738,05-08-1981,1.8055,211.03,392.4
2739,06-08-1981,1.798,211.67,393.25
2740,07-08-1981,1.7905,211.94,397.25
2741,10-08-1981,1.771,210.84,393.75
2742,11-08-1981,1.776,211.67,401.0
2743,12-08-1981,1.8115,211.95,417.5
2744,13-08-1981,1.804,212.36,407.25
2745,14-08-1981,1.8019999999999998,212.12,413.0
2746,17-08-1981,1.8225,209.65,411.5
2747,18-08-1981,1.829,207.01,420.0
2748,19-08-1981,1.8315,207.22,431.5
2749,20-08-1981,1.8595,207.97,429.0
2750,21-08-1981,1.8765,206.76,429.5
2751,24-08-1981,1.849,200.76,422.0
2752,25-08-1981,1.8235,197.78,409.75
2753,26-08-1981,1.845,197.81,414.0
2754,27-08-1981,1.8425,196.82,411.75
2755,28-08-1981,1.849,197.55,425.0
2756,31-08-1981,1.845,195.75,423.25
2757,01-09-1981,1.8319999999999999,195.17,421.5
2758,02-09-1981,1.8415,195.39,430.0
2759,03-09-1981,1.8445,191.99,436.5
2760,04-09-1981,1.8430000000000002,189.63,439.5
2761,07-09-1981,1.81825,187.21,436.5
2762,08-09-1981,1.7935,184.79,439.0
2763,09-09-1981,1.781,184.77,436.75
2764,10-09-1981,1.804,187.55,451.5
2765,11-09-1981,1.7790000000000001,189.81,448.25
2766,14-09-1981,1.795,189.62,451.25
2767,15-09-1981,1.8330000000000002,189.56,456.0
2768,16-09-1981,1.8475,187.82,449.0
2769,17-09-1981,1.8319999999999999,185.71,459.0
2770,18-09-1981,1.834,184.27,447.0
2771,21-09-1981,1.854,184.41,463.5
2772,22-09-1981,1.831,183.26,462.0
2773,23-09-1981,1.8115,179.99,456.5
2774,24-09-1981,1.7885,180.39,446.25
2775,25-09-1981,1.7855,175.12,450.5
2776,28-09-1981,1.7790000000000001,175.03,421.5
2777,29-09-1981,1.7945,178.51,431.75
2778,30-09-1981,1.8030000000000002,180.03,428.75
2779,01-10-1981,1.831,181.09,436.75
2780,02-10-1981,1.818,184.37,435.0
2781,05-10-1981,1.8545,185.91,441.25
2782,06-10-1981,1.847,185.87,443.0
2783,07-10-1981,1.869,188.78,445.5
2784,08-10-1981,1.8985,191.01,443.25
2785,09-10-1981,1.901,191.27,453.5
2786,12-10-1981,1.878,191.28,449.5
2787,13-10-1981,1.855,191.92,443.25
2788,14-10-1981,1.8530000000000002,189.43,444.25
2789,15-10-1981,1.847,189.85,446.65
2790,16-10-1981,1.831,190.24,443.75
2791,19-10-1981,1.84,189.77,436.7
2792,20-10-1981,1.819,191.23,437.3
2793,21-10-1981,1.8212,192.38,429.0
2794,22-10-1981,1.8148,192.43,433.75
2795,23-10-1981,1.8205,191.91,432.5
2796,26-10-1981,1.805,191.01,426.0
2797,27-10-1981,1.8108,192.61,427.4
2798,28-10-1981,1.8245,193.75,430.8
2799,29-10-1981,1.8315,193.08,424.5
2800,30-10-1981,1.8619999999999999,195.24,427.0
2801,02-11-1981,1.8725,197.25,430.0
2802,03-11-1981,1.87525,198.78,428.25
2803,04-11-1981,1.8780000000000001,199.73,431.25
2804,05-11-1981,1.8725,200.02,428.5
2805,06-11-1981,1.875,199.97,428.25
2806,09-11-1981,1.892,199.92,429.75
2807,10-11-1981,1.867,199.9,418.5
2808,11-11-1981,1.88075,200.05,412.0
2809,12-11-1981,1.8945,200.99,411.5
2810,13-11-1981,1.9069999999999998,200.16,412.5
2811,16-11-1981,1.913,197.16,404.25
2812,17-11-1981,1.893,197.68,398.75
2813,18-11-1981,1.9115,197.6,403.75
2814,19-11-1981,1.911,197.32,401.0
2815,20-11-1981,1.8969999999999998,198.6,401.5
2816,23-11-1981,1.9037,198.01,396.75
2817,24-11-1981,1.9185,199.04,399.25
2818,25-11-1981,1.9280000000000002,200.01,409.5
2819,26-11-1981,1.942,200.515,409.5
2820,27-11-1981,1.956,201.02,411.5
2821,30-11-1981,1.955,201.37,414.5
2822,01-12-1981,1.9455,201.13,402.5
2823,02-12-1981,1.9525,200.35,406.75
2824,03-12-1981,1.933,199.9,416.5
2825,04-12-1981,1.9415,200.88,426.0
2826,07-12-1981,1.935,199.71,416.75
2827,08-12-1981,1.9265,198.13,415.25
2828,09-12-1981,1.9225,198.29,410.25
2829,10-12-1981,1.8928,198.92,405.5
2830,11-12-1981,1.8775,198.64,409.75
2831,14-12-1981,1.8655,195.67,417.5
2832,15-12-1981,1.8855,195.16,413.25
2833,16-12-1981,1.8865,195.09,416.75
2834,17-12-1981,1.8865,195.7,416.25
2835,18-12-1981,1.8775,197.01,415.75
2836,21-12-1981,1.8715,196.37,410.5
2837,22-12-1981,1.886,195.64,399.6
2838,23-12-1981,1.8865,195.45,400.4
2839,24-12-1981,1.893,195.7,399.05
2840,25-12-1981,1.8915,195.42,397.7
2841,28-12-1981,1.89,195.14,396.35
2842,29-12-1981,1.8905,193.91,395.0
2843,30-12-1981,1.9125,194.66,397.5
2844,31-12-1981,1.915,195.84,396.66666666666674
2845,01-01-1982,1.9205,195.685,395.83333333333326
2846,04-01-1982,1.926,195.53,395.0
2847,05-01-1982,1.912,192.33,403.5
2848,06-01-1982,1.9253,191.15,401.5
2849,07-01-1982,1.92,191.02,396.5
2850,08-01-1982,1.92,192.05,400.25
2851,11-01-1982,1.8869999999999998,188.8,388.25
2852,12-01-1982,1.8730000000000002,187.32,389.0
2853,13-01-1982,1.868,185.73,380.0
2854,14-01-1982,1.8635,185.89,374.75
2855,15-01-1982,1.87,187.32,379.25
2856,18-01-1982,1.8835,187.21,373.75
2857,19-01-1982,1.8940000000000001,186.16,375.25
2858,20-01-1982,1.8832,185.72,371.5
2859,21-01-1982,1.88,186.4,376.0
2860,22-01-1982,1.8705,185.83,377.25
2861,25-01-1982,1.8545,183.52,372.0
2862,26-01-1982,1.8705,183.41,376.5
2863,27-01-1982,1.8659999999999999,183.57,381.75
2864,28-01-1982,1.8745,186.22,383.5
2865,29-01-1982,1.879,188.39,387.0
2866,01-02-1982,1.8605,186.82,379.5
2867,02-02-1982,1.8625,187.46,379.15
2868,03-02-1982,1.8585,187.43,378.0
2869,04-02-1982,1.87,187.14,383.75
2870,05-02-1982,1.8605,188.21,384.25
2871,08-02-1982,1.8625,184.63,379.75
2872,09-02-1982,1.8419999999999999,182.51,378.5
2873,10-02-1982,1.8475,182.97,382.15
2874,11-02-1982,1.849,182.25,380.0
2875,12-02-1982,1.8434,182.52,377.5
2876,15-02-1982,1.8378,181.615,375.25
2877,16-02-1982,1.8322,180.71,375.25
2878,17-02-1982,1.8355,181.25,374.0
2879,18-02-1982,1.8515,181.38,369.25
2880,19-02-1982,1.8525,180.65,369.25
2881,22-02-1982,1.8475,179.07,364.25
2882,23-02-1982,1.831,177.49,361.0
2883,24-02-1982,1.8295,178.58,362.75
2884,25-02-1982,1.8327,179.44,366.45
2885,26-02-1982,1.82,179.43,362.6
2886,01-03-1982,1.8217,180.13,361.25
2887,02-03-1982,1.8125,180.14,361.25
2888,03-03-1982,1.8230000000000002,178.01,353.75
2889,04-03-1982,1.8275,176.29,346.5
2890,05-03-1982,1.8375,173.97,338.5
2891,08-03-1982,1.825,171.03,330.5
2892,09-03-1982,1.8035,169.71,329.25
2893,10-03-1982,1.81,170.42,333.0
2894,11-03-1982,1.805,170.09,331.75
2895,12-03-1982,1.7975,168.23,323.25
2896,15-03-1982,1.807,167.92,312.0
2897,16-03-1982,1.8019999999999998,168.28,324.5
2898,17-03-1982,1.8092,168.2,316.0
2899,18-03-1982,1.8095,170.13,320.0
2900,19-03-1982,1.7990000000000002,171.76,315.75
2901,22-03-1982,1.7978,173.83,320.8
2902,23-03-1982,1.8019999999999998,174.95,329.25
2903,24-03-1982,1.8045,174.84,331.75
2904,25-03-1982,1.7955,175.83,327.75
2905,26-03-1982,1.79,175.2,322.25
2906,29-03-1982,1.7775,175.5,318.5
2907,30-03-1982,1.7835,175.42,324.25
2908,31-03-1982,1.781,175.65,320.0
2909,01-04-1982,1.79,177.31,327.0
2910,02-04-1982,1.7875,178.56,327.75
2911,05-04-1982,1.7722,178.21,337.5
2912,06-04-1982,1.7505,178.68,345.5
2913,07-04-1982,1.7630000000000001,179.91,354.0
2914,08-04-1982,1.7530000000000001,181.15,351.5
2915,09-04-1982,1.754,181.02,352.16666666666674
2916,12-04-1982,1.768,180.89,352.83333333333326
2917,13-04-1982,1.7690000000000001,180.76,353.5
2918,14-04-1982,1.76,180.41,366.75
2919,15-04-1982,1.7598,181.12,363.25
2920,16-04-1982,1.76,182.25,362.75
2921,19-04-1982,1.7730000000000001,182.37,357.0
2922,20-04-1982,1.7705,181.94,343.0
2923,21-04-1982,1.777,182.32,346.75
2924,22-04-1982,1.7775,183.66,345.0
2925,23-04-1982,1.7719999999999998,184.93,352.25
2926,26-04-1982,1.7775,185.8,357.0
2927,27-04-1982,1.7745,184.72,351.75
2928,28-04-1982,1.7855,184.89,354.5
2929,29-04-1982,1.794,184.15,348.75
2930,30-04-1982,1.7945,184.7,361.25
2931,03-05-1982,1.8135,184.97,351.5
2932,04-05-1982,1.7945,185.95,341.75
2933,05-05-1982,1.805,185.88,338.4
2934,06-05-1982,1.821,187.27,334.5
2935,07-05-1982,1.8262,188.13,334.75
2936,10-05-1982,1.8359999999999999,187.57,329.0
2937,11-05-1982,1.8330000000000002,188.19,332.25
2938,12-05-1982,1.837,188.06,331.5
2939,13-05-1982,1.824,187.66,331.0
2940,14-05-1982,1.8235,188.22,333.25
2941,17-05-1982,1.8165,186.9,338.5
2942,18-05-1982,1.8135,185.81,338.0
2943,19-05-1982,1.7965,183.91,342.0
2944,20-05-1982,1.7795,182.72,342.5
2945,21-05-1982,1.7975,182.4,338.5
2946,24-05-1982,1.8045,181.71,329.0
2947,25-05-1982,1.8048,181.12,327.9
2948,26-05-1982,1.8,178.76,330.25
2949,27-05-1982,1.7895,178.37,324.25
2950,28-05-1982,1.791,178.54,325.25
2951,31-05-1982,1.78925,177.95,322.0
2952,01-06-1982,1.7875,177.36,318.75
2953,02-06-1982,1.7915,177.82,318.5
2954,03-06-1982,1.7962,177.1,320.35
2955,04-06-1982,1.795,174.82,318.75
2956,07-06-1982,1.79,173.87,325.25
2957,08-06-1982,1.7819999999999998,173.28,328.75
2958,09-06-1982,1.7745,170.94,326.0
2959,10-06-1982,1.764,171.37,326.75
2960,11-06-1982,1.7745,173.55,325.25
2961,14-06-1982,1.758,172.15,320.75
2962,15-06-1982,1.7612,171.19,315.0
2963,16-06-1982,1.7480000000000002,171.44,317.0
2964,17-06-1982,1.743,169.85,309.0
2965,18-06-1982,1.7385,168.5,308.75
2966,21-06-1982,1.7269999999999999,168.0,296.75
2967,22-06-1982,1.7365,169.05,304.0
2968,23-06-1982,1.7295,170.86,304.0
2969,24-06-1982,1.733,171.12,310.25
2970,25-06-1982,1.719,170.48,305.5
2971,28-06-1982,1.7185,171.07,303.75
2972,29-06-1982,1.735,170.53,309.0
2973,30-06-1982,1.7355,171.3,317.5
2974,01-07-1982,1.735,170.6,310.25
2975,02-07-1982,1.7309999999999999,170.05,312.75
